SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1731946995.741286, -0.026785, -0.581941, -9.809493, -0.003619, 0.004084, -0.000676, , , 
1731946995.751303, -0.029030, -0.578948, -9.808895, -0.004262, 0.004367, -0.000552, , , 
1731946995.761251, -0.031873, -0.572065, -9.803508, -0.004906, 0.004675, -0.002887, , , 
1731946995.771241, -0.031873, -0.571316, -9.818022, -0.006488, 0.004408, -0.001113, , , 
1731946995.781248, -0.032322, -0.577751, -9.800814, -0.005205, 0.003006, -0.001827, , , 
1731946995.791287, -0.029628, -0.563236, -9.804555, -0.003288, 0.004436, -0.000481, , , 
1731946995.801238, -0.014814, -0.576105, -9.816376, -0.005680, 0.004326, -0.001760, , , 
1731946995.811302, -0.021099, -0.555754, -9.776423, -0.003330, 0.004116, -0.000815, , , 
1731946995.821239, -0.030526, -0.532560, -9.807697, -0.003127, 0.002260, -0.002105, , , 
1731946995.831272, -0.041599, -0.479289, -9.796175, -0.001979, 0.005179, -0.000633, , , 
1731946995.841293, -0.048632, -0.490811, -9.794529, -0.002029, 0.001519, 0.000388, , , 
1731946995.850977, -0.031574, -0.595408, -9.838373, -0.001041, 0.004560, -0.000182, , , 
1731946995.861308, -0.001796, -0.667234, -9.815179, -0.002103, 0.003435, -0.002563, , , 
1731946995.871237, -0.000449, -0.678756, -9.817125, -0.004507, 0.000697, -0.001051, , , 
1731946995.881243, -0.037858, -0.619051, -9.844808, -0.006145, 0.003505, -0.001017, , , 
1731946995.891191, -0.037709, -0.543334, -9.794829, -0.004791, 0.004708, -0.001462, , , 
1731946995.900513, -0.028431, -0.497096, -9.790340, -0.004740, 0.001966, -0.000328, , , 
1731946995.911306, -0.023792, -0.499490, -9.782409, -0.002317, 0.004329, 0.000486, , , 
1731946995.921240, -0.019603, -0.540042, -9.799617, -0.003098, 0.001889, -0.001055, , , 
1731946995.931126, -0.030376, -0.568623, -9.802460, -0.002769, 0.002725, -0.001128, , , 
1731946995.941287, -0.038607, -0.611419, -9.839421, -0.002055, 0.004772, -0.000689, , , 
1731946995.951306, -0.020351, -0.626084, -9.813084, -0.004418, 0.002112, -0.001653, , , 
1731946995.961360, -0.006734, -0.589123, -9.827300, -0.003923, 0.002856, -0.001624, , , 
1731946995.971241, -0.024391, -0.550217, -9.800365, -0.004351, 0.003422, -0.001133, , , 
1731946995.981083, -0.051176, -0.545279, -9.806800, -0.004008, 0.003614, 0.001151, , , 
1731946995.991301, -0.026336, -0.551265, -9.810989, -0.003525, 0.004232, -0.000833, , , 
1731946996.000695, -0.007931, -0.538995, -9.796624, -0.002207, 0.004263, -0.001320, , , 
1731946996.011243, -0.022446, -0.555604, -9.823409, -0.003231, 0.002921, -0.001573, , , 
1731946996.021328, -0.036661, -0.568473, -9.796774, -0.005288, 0.005334, 0.000261, , , 
1731946996.031072, -0.043694, -0.588375, -9.812336, -0.003137, 0.003476, -0.002305, , , 
1731946996.041308, -0.021548, -0.592715, -9.818022, -0.003425, 0.004651, -0.001922, , , 
1731946996.051245, -0.017957, -0.596605, -9.817424, -0.004242, 0.004437, -0.000084, , , 
1731946996.061313, -0.016460, -0.614113, -9.822362, -0.005239, 0.002722, -0.001905, , , 
1731946996.071245, -0.037559, -0.588974, -9.813084, -0.005535, 0.003407, -0.001974, , , 
1731946996.080944, -0.042647, -0.561141, -9.791986, -0.004316, 0.002924, -0.002038, , , 
1731946996.091310, -0.014365, -0.538546, -9.808595, -0.005192, 0.004654, -0.000490, , , 
1731946996.100834, -0.024391, -0.540042, -9.797223, -0.003362, 0.002991, -0.000059, , , 
1731946996.111369, -0.028880, -0.549918, -9.802610, -0.006014, -0.001346, -0.000681, , , 
1731946996.121322, -0.036362, -0.583287, -9.839720, -0.000853, 0.004859, -0.001706, , , 
1731946996.130828, -0.029928, -0.632668, -9.817424, -0.002059, 0.003232, -0.001433, , , 
1731946996.141303, -0.016610, -0.630722, -9.811588, -0.003555, -0.000701, -0.002056, , , 
1731946996.151250, -0.007931, -0.612317, -9.825504, -0.004296, 0.001695, 0.000194, , , 
1731946996.161358, -0.022146, -0.576254, -9.792434, -0.003102, 0.001837, -0.001868, , , 
1731946996.171295, -0.038607, -0.520589, -9.821464, -0.006077, 0.001137, -0.001795, , , 
1731946996.180729, -0.045789, -0.509366, -9.782558, -0.003921, 0.006111, -0.000495, , , 
1731946996.191323, -0.034866, -0.523881, -9.772982, -0.004458, 0.004205, -0.000642, , , 
1731946996.201244, -0.024840, -0.552911, -9.793781, -0.004099, 0.007168, -0.001101, , , 
1731946996.211311, -0.013467, -0.602291, -9.824457, -0.003838, 0.003256, -0.002074, , , 
1731946996.221272, -0.027683, -0.623989, -9.816376, -0.005606, 0.002058, -0.000154, , , 
1731946996.230661, -0.030825, -0.624138, -9.832986, -0.003945, 0.003649, -0.000584, , , 
1731946996.241315, -0.020650, -0.593313, -9.814730, -0.006206, 0.001874, -0.001715, , , 
1731946996.251263, -0.017957, -0.542885, -9.784953, -0.003703, 0.004838, -0.001784, , , 
1731946996.261315, -0.045639, -0.514304, -9.789741, -0.003005, 0.001987, -0.001862, , , 
1731946996.271247, -0.046537, -0.518644, -9.792285, -0.003015, 0.005589, -0.001445, , , 
1731946996.280556, -0.033519, -0.541688, -9.798570, -0.001555, 0.002474, -0.001485, , , 
1731946996.291268, -0.010175, -0.581043, -9.809643, -0.003183, 0.003094, -0.001024, , , 
1731946996.300284, -0.015413, -0.603937, -9.834034, -0.002525, 0.002942, 0.001221, , , 
1731946996.311247, -0.025139, -0.624288, -9.824756, -0.003690, 0.003193, -0.002065, , , 
1731946996.321242, -0.028431, -0.594809, -9.817274, -0.004615, 0.003401, -0.001415, , , 
1731946996.330485, -0.023493, -0.568174, -9.808745, -0.004160, 0.004291, -0.000925, , , 
1731946996.341308, -0.018705, -0.554108, -9.814431, -0.005996, 0.001023, 0.000238, , , 
1731946996.351308, -0.029179, -0.538695, -9.800964, -0.005016, 0.003383, -0.000985, , , 
1731946996.361319, -0.035763, -0.535852, -9.803208, -0.004471, 0.002604, 0.000439, , , 
1731946996.371271, -0.027982, -0.545728, -9.801562, -0.003378, 0.002291, 0.000435, , , 
1731946996.380405, -0.021997, -0.558597, -9.810541, -0.003290, 0.003596, -0.000290, , , 
1731946996.391302, -0.013318, -0.590919, -9.800365, -0.004279, 0.003114, -0.001715, , , 
1731946996.401322, -0.023942, -0.596755, -9.805303, -0.003860, 0.006299, -0.000892, , , 
1731946996.411241, -0.033818, -0.590470, -9.805154, -0.004518, 0.003849, 0.000806, , , 
1731946996.421241, -0.030825, -0.579098, -9.805752, -0.004261, 0.002676, 0.000153, , , 
1731946996.430331, -0.015862, -0.559345, -9.809643, -0.006074, 0.003805, -0.000935, , , 
1731946996.441314, -0.029179, -0.555604, -9.786599, -0.003219, 0.003859, -0.001986, , , 
1731946996.451250, -0.029179, -0.541688, -9.802909, -0.004046, 0.004079, -0.001340, , , 
1731946996.461248, -0.030676, -0.551564, -9.798869, -0.004512, 0.003895, -0.000858, , , 
1731946996.471281, -0.022595, -0.577003, -9.799318, -0.003426, 0.005381, -0.001450, , , 
1731946996.480412, -0.010924, -0.603488, -9.815179, -0.004466, 0.004597, -0.000040, , , 
1731946996.491306, -0.019453, -0.604536, -9.813384, -0.004417, 0.004035, -0.001121, , , 
1731946996.501251, -0.025139, -0.594809, -9.818022, -0.005206, 0.002305, -0.000236, , , 
1731946996.511249, -0.035015, -0.556652, -9.819070, -0.005811, 0.005429, -0.000746, , , 
1731946996.521273, -0.025738, -0.541538, -9.807997, -0.005004, 0.004720, 0.001376, , , 
1731946996.530313, -0.017208, -0.537199, -9.796624, -0.003177, 0.001703, -0.000523, , , 
1731946996.541297, -0.020201, -0.534057, -9.808146, -0.003529, 0.003115, 0.000158, , , 
1731946996.551306, -0.036811, -0.534506, -9.786898, -0.005028, 0.005548, -0.001105, , , 
1731946996.561270, -0.025289, -0.571017, -9.816825, -0.003474, 0.008407, -0.001750, , , 
1731946996.571300, -0.023643, -0.585831, -9.810541, -0.004249, 0.002781, -0.000643, , , 
1731946996.581249, -0.023493, -0.594809, -9.828946, -0.003773, 0.002900, -0.001241, , , 
1731946996.591315, -0.035464, -0.585981, -9.827450, -0.004008, 0.003239, -0.001466, , , 
1731946996.601309, -0.038158, -0.565780, -9.786599, -0.003229, 0.002974, -0.001346, , , 
1731946996.611251, -0.021398, -0.549619, -9.800515, -0.003267, 0.003333, 0.000425, , , 
1731946996.621285, -0.008829, -0.520290, -9.782558, -0.001856, 0.003755, -0.002409, , , 
1731946996.631252, -0.029030, -0.544232, -9.809792, -0.004023, 0.002819, 0.000830, , , 
1731946996.640992, -0.035464, -0.545579, -9.810092, -0.002606, 0.006217, 0.000373, , , 
1731946996.651258, -0.025588, -0.590470, -9.822512, -0.003889, 0.001295, -0.001060, , , 
1731946996.661258, -0.013617, -0.602291, -9.800814, -0.003409, 0.003755, -0.000056, , , 
1731946996.671245, -0.021249, -0.602591, -9.810541, -0.004843, 0.004058, 0.000022, , , 
1731946996.681263, -0.023792, -0.574908, -9.806949, -0.003194, 0.003793, -0.001827, , , 
1731946996.691304, -0.044293, -0.531812, -9.808895, -0.004139, 0.003928, -0.003304, , , 
1731946996.701258, -0.039504, -0.534057, -9.797821, -0.002873, 0.002877, -0.000084, , , 
1731946996.711255, -0.034566, -0.521637, -9.784354, -0.003312, 0.003157, -0.001722, , , 
1731946996.721318, -0.032920, -0.543933, -9.813683, -0.002316, 0.002558, -0.000679, , , 
1731946996.731251, -0.027833, -0.574758, -9.810840, -0.003917, 0.003943, -0.000256, , , 
1731946996.741296, -0.026635, -0.597952, -9.816227, -0.002216, 0.004237, -0.000069, , , 
1731946996.751259, -0.031274, -0.618751, -9.822063, -0.003041, 0.002610, -0.000236, , , 
1731946996.761297, -0.033220, -0.594510, -9.810690, -0.004190, 0.002018, -0.002474, , , 
1731946996.771332, -0.032621, -0.558148, -9.808146, -0.005106, 0.002899, -0.002317, , , 
1731946996.780551, -0.038607, -0.539743, -9.810989, -0.003358, 0.004119, -0.000058, , , 
1731946996.791254, -0.041899, -0.533458, -9.809792, -0.004054, 0.005042, -0.001880, , , 
1731946996.801265, -0.027533, -0.544681, -9.801712, -0.003772, 0.004747, -0.000691, , , 
1731946996.811349, -0.022146, -0.574309, -9.809194, -0.002005, 0.002982, -0.000441, , , 
1731946996.821279, -0.020051, -0.583587, -9.806051, -0.004174, 0.002720, -0.000664, , , 
1731946996.831263, -0.036811, -0.604237, -9.821913, -0.002230, 0.001981, 0.000432, , , 
1731946996.840467, -0.027683, -0.592565, -9.832986, -0.002047, 0.002895, -0.001528, , , 
1731946996.851277, -0.017358, -0.582539, -9.814581, -0.003307, 0.003023, -0.000799, , , 
1731946996.861294, -0.021997, -0.575955, -9.799617, -0.003413, 0.002923, 0.000848, , , 
1731946996.871073, -0.028431, -0.556652, -9.792734, -0.004035, 0.004435, -0.000453, , , 
1731946996.881306, -0.040701, -0.548272, -9.816825, -0.003455, 0.002276, 0.000424, , , 
1731946996.891264, -0.029030, -0.547225, -9.799168, -0.003580, 0.003908, -0.002594, , , 
1731946996.901290, -0.029329, -0.571466, -9.797073, -0.003497, 0.005124, 0.000009, , , 
1731946996.911369, -0.023194, -0.591368, -9.818172, -0.003341, 0.005422, -0.000373, , , 
1731946996.921337, -0.029179, -0.577452, -9.818920, -0.002271, 0.004220, -0.000843, , , 
1731946996.930596, -0.022296, -0.601543, -9.802610, -0.003185, 0.002102, 0.000942, , , 
1731946996.941289, -0.022595, -0.588225, -9.797971, -0.002748, 0.003055, -0.002064, , , 
1731946996.951350, -0.002693, -0.569970, -9.804854, -0.004463, 0.002972, -0.000383, , , 
1731946996.961307, -0.027683, -0.555305, -9.813683, -0.004114, 0.002953, -0.002444, , , 
1731946996.971332, -0.028581, -0.555904, -9.800066, -0.004728, 0.003348, -0.000501, , , 
1731946996.981343, -0.033968, -0.553659, -9.799318, -0.004257, 0.003736, -0.001852, , , 
1731946996.990272, -0.025588, -0.551863, -9.799767, -0.003775, 0.003741, -0.000048, , , 
1731946997.001278, -0.024989, -0.575955, -9.802909, -0.002935, 0.002918, -0.000601, , , 
1731946997.011003, -0.016610, -0.594211, -9.815778, -0.003409, 0.004607, -0.001513, , , 
1731946997.021266, -0.026486, -0.597653, -9.814730, -0.003366, 0.003892, -0.001293, , , 
1731946997.031336, -0.031574, -0.583437, -9.817125, -0.004140, 0.003104, -0.001008, , , 
1731946997.041342, -0.019303, -0.558747, -9.788993, -0.004583, 0.004462, 0.000094, , , 
1731946997.051339, -0.008679, -0.540341, -9.814431, -0.004241, 0.003195, -0.000888, , , 
1731946997.061346, -0.037559, -0.532261, -9.798719, -0.003018, 0.002575, 0.001125, , , 
1731946997.071297, -0.030975, -0.543633, -9.802161, -0.004169, 0.003052, 0.000180, , , 
1731946997.081272, -0.024391, -0.569670, -9.808745, -0.002533, 0.005107, -0.001017, , , 
1731946997.091271, -0.023792, -0.586280, -9.822212, -0.004173, 0.003675, -0.001439, , , 
1731946997.101265, -0.029329, -0.592116, -9.824756, -0.004116, 0.002616, -0.000723, , , 
1731946997.111262, -0.036362, -0.577152, -9.826253, -0.003771, 0.002595, 0.000074, , , 
1731946997.121271, -0.037709, -0.567276, -9.815179, -0.004373, 0.002614, 0.000087, , , 
1731946997.131272, -0.010924, -0.536002, -9.795876, -0.003005, 0.006149, -0.001952, , , 
1731946997.141255, -0.022745, -0.549320, -9.797971, -0.003966, 0.002583, -0.000604, , , 
1731946997.151267, -0.035614, -0.548721, -9.797821, -0.001931, 0.003378, -0.001803, , , 
1731946997.161310, -0.032920, -0.564433, -9.818771, -0.004090, 0.001109, -0.000854, , , 
1731946997.171269, -0.013168, -0.574459, -9.803957, -0.002350, 0.004150, -0.002883, , , 
1731946997.181273, -0.025438, -0.590021, -9.813982, -0.002326, 0.003228, -0.001358, , , 
1731946997.191261, -0.024690, -0.584784, -9.807099, -0.003537, 0.004098, 0.000660, , , 
1731946997.201267, -0.022146, -0.580444, -9.826851, -0.003079, 0.004269, -0.001451, , , 
1731946997.211263, -0.028282, -0.568623, -9.802759, -0.002342, 0.004021, -0.000081, , , 
1731946997.221265, -0.022296, -0.567426, -9.809493, -0.003960, 0.001776, -0.001048, , , 
1731946997.231271, -0.032920, -0.565181, -9.806500, -0.002739, 0.003128, -0.000154, , , 
1731946997.241265, -0.016909, -0.570867, -9.800365, -0.004603, 0.003528, -0.000625, , , 
1731946997.251346, -0.024840, -0.577152, -9.806949, -0.004134, 0.003055, -0.000675, , , 
1731946997.261324, -0.022296, -0.567725, -9.797223, -0.003034, 0.005185, -0.002329, , , 
1731946997.271264, -0.018555, -0.584484, -9.819968, -0.002878, 0.001546, -0.000304, , , 
1731946997.281264, -0.022745, -0.579995, -9.805154, -0.002793, 0.002962, 0.000774, , , 
1731946997.291265, -0.023792, -0.562188, -9.825055, -0.004757, 0.003547, -0.000279, , , 
1731946997.301270, -0.035165, -0.572065, -9.814282, -0.003945, 0.003004, -0.001981, , , 
1731946997.311327, -0.032022, -0.570718, -9.819369, -0.004296, 0.004021, -0.001265, , , 
1731946997.320448, -0.022446, -0.563535, -9.818471, -0.003177, 0.002831, -0.000977, , , 
1731946997.331282, -0.016909, -0.560393, -9.802161, -0.003807, 0.003694, 0.000087, , , 
1731946997.341262, -0.020650, -0.570119, -9.811738, -0.003530, 0.002953, -0.000584, , , 
1731946997.351268, -0.020650, -0.566827, -9.801113, -0.003903, 0.004655, -0.000781, , , 
1731946997.361328, -0.023942, -0.572214, -9.807398, -0.004586, 0.004155, -0.001584, , , 
1731946997.371284, -0.023194, -0.574309, -9.800066, -0.004821, 0.004217, -0.001093, , , 
1731946997.381279, -0.019752, -0.582539, -9.812785, -0.003534, 0.004307, -0.000508, , , 
1731946997.391265, -0.030376, -0.563386, -9.819668, -0.005308, 0.003046, -0.001291, , , 
1731946997.401260, -0.027833, -0.555604, -9.806051, -0.004004, 0.003520, -0.000050, , , 
1731946997.411302, -0.011372, -0.552462, -9.794529, -0.003232, 0.003842, -0.000283, , , 
1731946997.421329, -0.019303, -0.556353, -9.805902, -0.002103, 0.004647, -0.000470, , , 
1731946997.431277, -0.024241, -0.575207, -9.821314, -0.003701, 0.004571, -0.001011, , , 
1731946997.441261, -0.024391, -0.568024, -9.816975, -0.003192, 0.004370, 0.000083, , , 
1731946997.451279, -0.017208, -0.577900, -9.807099, -0.005080, 0.003290, -0.001066, , , 
1731946997.461286, -0.025887, -0.571316, -9.816376, -0.003887, 0.003460, -0.001363, , , 
1731946997.471285, -0.034566, -0.568324, -9.805004, -0.004931, 0.004663, -0.001114, , , 
1731946997.481275, -0.024541, -0.556353, -9.800664, -0.003556, 0.004042, -0.000534, , , 
1731946997.491261, -0.039504, -0.550068, -9.807847, -0.002728, 0.003857, -0.003203, , , 
1731946997.501267, -0.035614, -0.569670, -9.808146, -0.002561, 0.004200, -0.001965, , , 
1731946997.511305, -0.023044, -0.572513, -9.807697, -0.001984, 0.003023, -0.000132, , , 
1731946997.521274, -0.024840, -0.574908, -9.797971, -0.002413, 0.004620, -0.000567, , , 
1731946997.531272, -0.035464, -0.575955, -9.819519, -0.004053, 0.004905, -0.001097, , , 
1731946997.541275, -0.032621, -0.583736, -9.816077, -0.003432, 0.003373, -0.001608, , , 
1731946997.551273, -0.022595, -0.587926, -9.813234, -0.004050, 0.003356, -0.001617, , , 
1731946997.561314, -0.026635, -0.569371, -9.817574, -0.004641, 0.002213, -0.000808, , , 
1731946997.571271, -0.018555, -0.572513, -9.807997, -0.003892, 0.003063, -0.000187, , , 
1731946997.581273, -0.026935, -0.565929, -9.806949, -0.003461, 0.003510, -0.001554, , , 
1731946997.591272, -0.030077, -0.547374, -9.810391, -0.002949, 0.003459, -0.000467, , , 
1731946997.601266, -0.020351, -0.549320, -9.806650, -0.003241, 0.003885, -0.001453, , , 
1731946997.611355, -0.021099, -0.587328, -9.831191, -0.004267, 0.001846, -0.001656, , , 
1731946997.621274, -0.029778, -0.573112, -9.813683, -0.003492, 0.002147, -0.001431, , , 
1731946997.631280, -0.025289, -0.588525, -9.802460, -0.004331, 0.004155, -0.001239, , , 
1731946997.641262, -0.019004, -0.584484, -9.819369, -0.003956, 0.003508, -0.002108, , , 
1731946997.651322, -0.028282, -0.582090, -9.817125, -0.004776, 0.004204, -0.001830, , , 
1731946997.661316, -0.022296, -0.586879, -9.813234, -0.003897, 0.002247, -0.000680, , , 
1731946997.671281, -0.034566, -0.571616, -9.812935, -0.003915, 0.003120, -0.000612, , , 
1731946997.681272, -0.045490, -0.570419, -9.810541, -0.003919, 0.002458, -0.001636, , , 
1731946997.691343, -0.023792, -0.556502, -9.811738, -0.004335, 0.003182, -0.001470, , , 
1731946997.701274, -0.023194, -0.582240, -9.816227, -0.002905, 0.005251, 0.001199, , , 
1731946997.711372, -0.024391, -0.561291, -9.798420, -0.003666, 0.004234, -0.002697, , , 
1731946997.721274, -0.014814, -0.579846, -9.830742, -0.003348, 0.001250, -0.000305, , , 
1731946997.731286, -0.021697, -0.588525, -9.815179, -0.003655, 0.002825, -0.000303, , , 
1731946997.741279, -0.029778, -0.566528, -9.808595, -0.004034, 0.005860, 0.000201, , , 
1731946997.751311, -0.018854, -0.567725, -9.820566, -0.003721, 0.002339, -0.001581, , , 
1731946997.761284, -0.029778, -0.561740, -9.794230, -0.004026, 0.004449, -0.000868, , , 
1731946997.771287, -0.021847, -0.551564, -9.797223, -0.004848, 0.003297, -0.000246, , , 
1731946997.781276, -0.023643, -0.559794, -9.812187, -0.001226, 0.004677, 0.000032, , , 
1731946997.791336, -0.029329, -0.571915, -9.819519, -0.003787, 0.002006, -0.002850, , , 
1731946997.801334, -0.025738, -0.578948, -9.808595, -0.003365, 0.002272, 0.001036, , , 
1731946997.811268, -0.021249, -0.595258, -9.827150, -0.003556, 0.004292, -0.000537, , , 
1731946997.821285, -0.012719, -0.602142, -9.819070, -0.004522, 0.004335, -0.000621, , , 
1731946997.831324, -0.007931, -0.575656, -9.819070, -0.005659, 0.003313, -0.000333, , , 
1731946997.841281, -0.020351, -0.569820, -9.821015, -0.005818, 0.001352, -0.001822, , , 
1731946997.851287, -0.018106, -0.555305, -9.809792, -0.004754, 0.004984, -0.000942, , , 
1731946997.861275, -0.027234, -0.550966, -9.798719, -0.003802, 0.003218, -0.001042, , , 
1731946997.870633, -0.038008, -0.554856, -9.815628, -0.002596, 0.004633, 0.000028, , , 
1731946997.881279, -0.018405, -0.571915, -9.818621, -0.003966, 0.003355, -0.000748, , , 
1731946997.890666, -0.030077, -0.588076, -9.815329, -0.003137, 0.005032, -0.000416, , , 
1731946997.901299, -0.025588, -0.598850, -9.817873, -0.003383, 0.003166, -0.000711, , , 
1731946997.911256, -0.033818, -0.590171, -9.814132, -0.002970, 0.002256, -0.001967, , , 
1731946997.921287, -0.036960, -0.581342, -9.812336, -0.003202, 0.004022, 0.000391, , , 
1731946997.931283, -0.025887, -0.569970, -9.809792, -0.003312, 0.004229, -0.000759, , , 
1731946997.941346, -0.021847, -0.558148, -9.810840, -0.006520, 0.003400, -0.001242, , , 
1731946997.951354, -0.019303, -0.561889, -9.795278, -0.004102, 0.004873, -0.002622, , , 
1731946997.961281, -0.039355, -0.564732, -9.800664, -0.002745, 0.004765, -0.001213, , , 
1731946997.971276, -0.027384, -0.561740, -9.794380, -0.004098, 0.003611, -0.001485, , , 
1731946997.981278, -0.022895, -0.572214, -9.812486, -0.004778, 0.003715, -0.001731, , , 
1731946997.991336, -0.025588, -0.581192, -9.811887, -0.003740, 0.003610, -0.001522, , , 
1731946998.001297, -0.030376, -0.578200, -9.815778, -0.004477, 0.001807, -0.000071, , , 
1731946998.011219, -0.030077, -0.579696, -9.818621, -0.004770, 0.002532, 0.000431, , , 
1731946998.021279, -0.019303, -0.574010, -9.809493, -0.003414, 0.003420, -0.002177, , , 
1731946998.030954, -0.033818, -0.555305, -9.800066, -0.005061, 0.003076, -0.003088, , , 
1731946998.041335, -0.029778, -0.544831, -9.806800, -0.005048, 0.004087, -0.001424, , , 
1731946998.051280, -0.027084, -0.558747, -9.805154, -0.002336, 0.004310, -0.000892, , , 
1731946998.061209, -0.026486, -0.568473, -9.806500, -0.002713, 0.003578, -0.002584, , , 
1731946998.071278, -0.020800, -0.582838, -9.812336, -0.003013, 0.004205, -0.000868, , , 
1731946998.081281, -0.027683, -0.589423, -9.822661, -0.003684, 0.004390, -0.002010, , , 
1731946998.091284, -0.025887, -0.578349, -9.817873, -0.005700, 0.005017, -0.000795, , , 
1731946998.101279, -0.024989, -0.583287, -9.808895, -0.003089, 0.004131, -0.000780, , , 
1731946998.111137, -0.033519, -0.568324, -9.804405, -0.006813, 0.003841, -0.002190, , , 
1731946998.121287, -0.022296, -0.557699, -9.805752, -0.003152, 0.001733, -0.001905, , , 
1731946998.131284, -0.032771, -0.543185, -9.801562, -0.003400, 0.004514, 0.000014, , , 
1731946998.141279, -0.028431, -0.546477, -9.811289, -0.002039, 0.003528, -0.001259, , , 
1731946998.151287, -0.032621, -0.563984, -9.813234, -0.002519, 0.004188, -0.000080, , , 
1731946998.161040, -0.015113, -0.577152, -9.809194, -0.003351, 0.003305, -0.002857, , , 
1731946998.171313, -0.025887, -0.585233, -9.812037, -0.004843, 0.003855, -0.001013, , , 
1731946998.180692, -0.021249, -0.587178, -9.818771, -0.003967, 0.004165, 0.000664, , , 
1731946998.191277, -0.026785, -0.582240, -9.813234, -0.004686, 0.002149, -0.000495, , , 
1731946998.201290, -0.028431, -0.559345, -9.799168, -0.005634, 0.004351, -0.000894, , , 
1731946998.210866, -0.029778, -0.555006, -9.805004, -0.003143, 0.002810, -0.002680, , , 
1731946998.221278, -0.019902, -0.550217, -9.799318, -0.004444, 0.004339, 0.000862, , , 
1731946998.231290, -0.033668, -0.553509, -9.805902, -0.002409, 0.003755, -0.001318, , , 
1731946998.241289, -0.026635, -0.577302, -9.809194, -0.002349, 0.004650, 0.000438, , , 
1731946998.251302, -0.014515, -0.593463, -9.812785, -0.003416, 0.003784, 0.000964, , , 
1731946998.260897, -0.015712, -0.587627, -9.807099, -0.004649, 0.003651, -0.001301, , , 
1731946998.271357, -0.027833, -0.580444, -9.803208, -0.003456, 0.003808, -0.003046, , , 
1731946998.281293, -0.024989, -0.576254, -9.824906, -0.003922, 0.004287, -0.001318, , , 
1731946998.291290, -0.025289, -0.562637, -9.822661, -0.003980, 0.004033, -0.000477, , , 
1731946998.301280, -0.031873, -0.563086, -9.802011, -0.004738, 0.003185, -0.001521, , , 
1731946998.310812, -0.026935, -0.551714, -9.784504, -0.002531, 0.002594, -0.001962, , , 
1731946998.321325, -0.027683, -0.557101, -9.801413, -0.004874, 0.004875, -0.000345, , , 
1731946998.331306, -0.028581, -0.579696, -9.800664, -0.003404, 0.003251, -0.001284, , , 
1731946998.341279, -0.023493, -0.594959, -9.817424, -0.002992, 0.002754, 0.000207, , , 
1731946998.351284, -0.019154, -0.588375, -9.817424, -0.004507, 0.003529, -0.000298, , , 
1731946998.360641, -0.014814, -0.583886, -9.799916, -0.005115, 0.004729, -0.000228, , , 
1731946998.371311, -0.016161, -0.578798, -9.809942, -0.005387, 0.002050, -0.000658, , , 
1731946998.381285, -0.024840, -0.558448, -9.818322, -0.004941, 0.003390, -0.000454, , , 
1731946998.391291, -0.031723, -0.555604, -9.806949, -0.003185, 0.003871, -0.000370, , , 
1731946998.401279, -0.031424, -0.546925, -9.800515, -0.003280, 0.004913, 0.000731, , , 
1731946998.410517, -0.031424, -0.546925, -9.800515, -0.003454, 0.003630, -0.001930, , , 
1731946998.421290, -0.031873, -0.573561, -9.802460, -0.003510, 0.003225, -0.000690, , , 
1731946998.431304, -0.034716, -0.584036, -9.812336, -0.003819, 0.002751, -0.000237, , , 
1731946998.441294, -0.026486, -0.587477, -9.818771, -0.004310, 0.004326, 0.000606, , , 
1731946998.451285, -0.027982, -0.581791, -9.814132, -0.002825, 0.003577, 0.000033, , , 
1731946998.460475, -0.027982, -0.581791, -9.814132, -0.002825, 0.003577, 0.000033, , , 
1731946998.471296, -0.032471, -0.559345, -9.803208, -0.004421, 0.003872, 0.001310, , , 
1731946998.481381, -0.030975, -0.555604, -9.803208, -0.003842, 0.003180, -0.000736, , , 
1731946998.491356, -0.018256, -0.562188, -9.803508, -0.004608, 0.004165, -0.000176, , , 
1731946998.501294, -0.025139, -0.557250, -9.813234, -0.005198, 0.004718, -0.001744, , , 
1731946998.510521, -0.025139, -0.557250, -9.813234, -0.005198, 0.004718, -0.001744, , , 
1731946998.521055, -0.019453, -0.572364, -9.809942, -0.004731, 0.001711, -0.001279, , , 
1731946998.530647, -0.019453, -0.572364, -9.809942, -0.003916, 0.004081, -0.001092, , , 
1731946998.541218, -0.026336, -0.572214, -9.820267, -0.005706, 0.002588, 0.000125, , , 
1731946998.551297, -0.023792, -0.560991, -9.812486, -0.004513, 0.004637, -0.001949, , , 
1731946998.560746, -0.007781, -0.558148, -9.821464, -0.006352, 0.004434, -0.000468, , , 
1731946998.571051, -0.027683, -0.559345, -9.808895, -0.003475, 0.003585, -0.000648, , , 
1731946998.581295, -0.035015, -0.579696, -9.818771, -0.002381, 0.003143, -0.000772, , , 
1731946998.591282, -0.024241, -0.588974, -9.800216, -0.004129, 0.002425, -0.001809, , , 
1731946998.601283, -0.028431, -0.582390, -9.794978, -0.003460, 0.004053, -0.000097, , , 
1731946998.611324, -0.022296, -0.563535, -9.812785, -0.002611, 0.003434, -0.000837, , , 
1731946998.621289, -0.027533, -0.571017, -9.820716, -0.004357, 0.002810, -0.001112, , , 
1731946998.631308, -0.029179, -0.567575, -9.818621, -0.003520, 0.003210, -0.001251, , , 
