epoch (ms),time (01:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1730980680305,2024-11-07T12:58:00.305,33.665,0.549,-0.183,0.244
1730980680310,2024-11-07T12:58:00.310,33.670,0.610,-0.244,0.244
1730980680315,2024-11-07T12:58:00.315,33.675,0.610,-0.183,0.183
1730980680320,2024-11-07T12:58:00.320,33.680,0.488,-0.122,0.244
1730980680325,2024-11-07T12:58:00.325,33.685,0.427,-0.122,0.244
1730980680330,2024-11-07T12:58:00.330,33.690,0.549,-0.183,0.244
1730980680335,2024-11-07T12:58:00.335,33.695,0.610,-0.183,0.244
1730980680340,2024-11-07T12:58:00.340,33.700,0.549,-0.183,0.183
1730980680345,2024-11-07T12:58:00.345,33.705,0.610,-0.122,0.244
1730980680350,2024-11-07T12:58:00.350,33.710,0.549,-0.122,0.183
1730980680355,2024-11-07T12:58:00.355,33.715,0.427,-0.183,0.183
1730980680360,2024-11-07T12:58:00.360,33.720,0.488,-0.061,0.183
1730980680365,2024-11-07T12:58:00.365,33.725,0.549,-0.061,0.244
1730980680370,2024-11-07T12:58:00.370,33.730,0.549,0.000,0.244
1730980680375,2024-11-07T12:58:00.375,33.735,0.549,-0.122,0.122
1730980680380,2024-11-07T12:58:00.380,33.740,0.671,-0.122,0.244
1730980680385,2024-11-07T12:58:00.385,33.745,0.610,-0.122,0.305
1730980680390,2024-11-07T12:58:00.390,33.750,0.488,-0.061,0.244
1730980680395,2024-11-07T12:58:00.395,33.755,0.549,-0.183,0.061
1730980680400,2024-11-07T12:58:00.400,33.760,0.610,-0.122,0.122
1730980680405,2024-11-07T12:58:00.405,33.765,0.671,-0.061,0.183
1730980680410,2024-11-07T12:58:00.410,33.770,0.549,-0.122,0.244
1730980680415,2024-11-07T12:58:00.415,33.775,0.549,-0.183,0.244
1730980680420,2024-11-07T12:58:00.420,33.780,0.488,-0.061,0.244
1730980680425,2024-11-07T12:58:00.425,33.785,0.549,-0.061,0.244
1730980680430,2024-11-07T12:58:00.430,33.790,0.671,-0.122,0.305
1730980680435,2024-11-07T12:58:00.435,33.795,0.549,-0.122,0.244
1730980680440,2024-11-07T12:58:00.440,33.800,0.427,0.000,0.244
1730980680445,2024-11-07T12:58:00.445,33.805,0.610,0.000,0.183
1730980680450,2024-11-07T12:58:00.450,33.810,0.671,-0.183,0.244
1730980680455,2024-11-07T12:58:00.455,33.815,0.549,-0.122,0.122
1730980680460,2024-11-07T12:58:00.460,33.820,0.549,-0.061,0.122
1730980680465,2024-11-07T12:58:00.465,33.825,0.732,-0.061,0.244
1730980680470,2024-11-07T12:58:00.470,33.830,0.610,-0.122,0.183
1730980680475,2024-11-07T12:58:00.475,33.835,0.549,-0.061,0.183
1730980680480,2024-11-07T12:58:00.480,33.840,0.610,-0.061,0.305
1730980680485,2024-11-07T12:58:00.485,33.845,0.610,-0.122,0.244
1730980680490,2024-11-07T12:58:00.490,33.850,0.610,-0.122,0.244
1730980680495,2024-11-07T12:58:00.495,33.855,0.610,-0.183,0.183
1730980680500,2024-11-07T12:58:00.500,33.860,0.549,-0.122,0.183
1730980680505,2024-11-07T12:58:00.505,33.865,0.427,-0.122,0.122
1730980680510,2024-11-07T12:58:00.510,33.870,0.427,-0.061,0.122
1730980680515,2024-11-07T12:58:00.515,33.875,0.549,-0.061,0.244
1730980680520,2024-11-07T12:58:00.520,33.880,0.671,-0.061,0.183
1730980680525,2024-11-07T12:58:00.525,33.885,0.610,0.000,0.305
1730980680530,2024-11-07T12:58:00.530,33.890,0.610,-0.061,0.305
1730980680535,2024-11-07T12:58:00.535,33.895,0.671,-0.183,0.244
1730980680540,2024-11-07T12:58:00.540,33.900,0.549,-0.183,0.244
1730980680545,2024-11-07T12:58:00.545,33.905,0.671,-0.122,0.244
1730980680550,2024-11-07T12:58:00.550,33.910,0.610,-0.183,0.244
1730980680555,2024-11-07T12:58:00.555,33.915,0.488,-0.183,0.244
1730980680560,2024-11-07T12:58:00.560,33.920,0.549,-0.183,0.183
1730980680565,2024-11-07T12:58:00.565,33.925,0.610,-0.183,0.244
1730980680570,2024-11-07T12:58:00.570,33.930,0.610,-0.061,0.244
1730980680575,2024-11-07T12:58:00.575,33.935,0.549,-0.122,0.183
1730980680580,2024-11-07T12:58:00.580,33.940,0.610,-0.122,0.244
1730980680585,2024-11-07T12:58:00.585,33.945,0.610,-0.061,0.305
1730980680590,2024-11-07T12:58:00.590,33.950,0.671,0.000,0.244
1730980680595,2024-11-07T12:58:00.595,33.955,0.549,0.000,0.244
1730980680600,2024-11-07T12:58:00.600,33.960,0.549,-0.122,0.305
1730980680605,2024-11-07T12:58:00.605,33.965,0.671,-0.061,0.183
1730980680610,2024-11-07T12:58:00.610,33.970,0.671,-0.061,0.183
1730980680615,2024-11-07T12:58:00.615,33.975,0.549,-0.061,0.305
1730980680620,2024-11-07T12:58:00.620,33.980,0.488,-0.305,0.305
1730980680625,2024-11-07T12:58:00.625,33.985,0.610,-0.122,0.244
1730980680630,2024-11-07T12:58:00.630,33.990,0.610,-0.061,0.305
1730980680635,2024-11-07T12:58:00.635,33.995,0.488,-0.183,0.183
1730980680640,2024-11-07T12:58:00.640,34.000,0.549,-0.061,0.122
1730980680645,2024-11-07T12:58:00.645,34.005,0.549,-0.183,0.183
1730980680650,2024-11-07T12:58:00.650,34.010,0.427,-0.244,0.244
1730980680655,2024-11-07T12:58:00.655,34.015,0.488,-0.061,0.244
1730980680660,2024-11-07T12:58:00.660,34.020,0.610,-0.122,0.122
1730980680665,2024-11-07T12:58:00.665,34.025,0.671,-0.244,0.244
1730980680670,2024-11-07T12:58:00.670,34.030,0.488,-0.061,0.305
1730980680675,2024-11-07T12:58:00.675,34.035,0.610,-0.061,0.122
1730980680680,2024-11-07T12:58:00.680,34.040,0.549,-0.061,0.244
1730980680685,2024-11-07T12:58:00.685,34.045,0.549,-0.061,0.305
1730980680690,2024-11-07T12:58:00.690,34.050,0.610,-0.183,0.244
1730980680695,2024-11-07T12:58:00.695,34.055,0.549,-0.061,0.366
1730980680700,2024-11-07T12:58:00.700,34.060,0.671,-0.122,0.183
1730980680705,2024-11-07T12:58:00.705,34.065,0.610,-0.122,0.183
1730980680710,2024-11-07T12:58:00.710,34.070,0.610,-0.061,0.305
1730980680715,2024-11-07T12:58:00.715,34.075,0.549,-0.122,0.244
1730980680720,2024-11-07T12:58:00.720,34.080,0.549,-0.183,0.305
1730980680725,2024-11-07T12:58:00.725,34.085,0.427,-0.244,0.244
1730980680730,2024-11-07T12:58:00.730,34.090,0.549,-0.244,0.244
1730980680735,2024-11-07T12:58:00.735,34.095,0.549,-0.183,0.183
1730980680740,2024-11-07T12:58:00.740,34.100,0.610,-0.183,0.244
1730980680745,2024-11-07T12:58:00.745,34.105,0.671,-0.244,0.244
1730980680750,2024-11-07T12:58:00.750,34.110,0.549,0.000,0.244
1730980680755,2024-11-07T12:58:00.755,34.115,0.610,0.000,0.244
1730980680760,2024-11-07T12:58:00.760,34.120,0.671,-0.061,0.244
1730980680765,2024-11-07T12:58:00.765,34.125,0.732,-0.061,0.183
1730980680770,2024-11-07T12:58:00.770,34.130,0.488,-0.061,0.183
1730980680775,2024-11-07T12:58:00.775,34.135,0.488,0.061,0.183
1730980680780,2024-11-07T12:58:00.780,34.140,0.488,-0.122,0.183
1730980680785,2024-11-07T12:58:00.785,34.145,0.549,-0.183,0.183
1730980680790,2024-11-07T12:58:00.790,34.150,0.671,-0.061,0.183
1730980680795,2024-11-07T12:58:00.795,34.155,0.671,-0.183,0.122
1730980680800,2024-11-07T12:58:00.800,34.160,0.610,-0.244,0.183
1730980680805,2024-11-07T12:58:00.805,34.165,0.549,-0.122,0.122
1730980680810,2024-11-07T12:58:00.810,34.170,0.549,-0.122,0.244
1730980680815,2024-11-07T12:58:00.815,34.175,0.610,-0.122,0.183
1730980680820,2024-11-07T12:58:00.820,34.180,0.671,0.000,0.244
1730980680825,2024-11-07T12:58:00.825,34.185,0.488,-0.061,0.244
1730980680830,2024-11-07T12:58:00.830,34.190,0.610,-0.122,0.183
1730980680835,2024-11-07T12:58:00.835,34.195,0.610,0.000,0.244
1730980680840,2024-11-07T12:58:00.840,34.200,0.610,-0.061,0.183
1730980680845,2024-11-07T12:58:00.845,34.205,0.732,-0.122,0.305
1730980680850,2024-11-07T12:58:00.850,34.210,0.732,-0.122,0.244
1730980680855,2024-11-07T12:58:00.855,34.215,0.488,-0.183,0.183
1730980680860,2024-11-07T12:58:00.860,34.220,0.549,-0.061,0.244
1730980680865,2024-11-07T12:58:00.865,34.225,0.671,-0.061,0.244
1730980680870,2024-11-07T12:58:00.870,34.230,0.488,-0.183,0.244
1730980680875,2024-11-07T12:58:00.875,34.235,0.671,-0.122,0.183
1730980680880,2024-11-07T12:58:00.880,34.240,0.671,-0.122,0.244
1730980680885,2024-11-07T12:58:00.885,34.245,0.671,-0.183,0.244
1730980680890,2024-11-07T12:58:00.890,34.250,0.610,-0.122,0.244
1730980680895,2024-11-07T12:58:00.895,34.255,0.610,-0.122,0.366
1730980680900,2024-11-07T12:58:00.900,34.260,0.549,-0.122,0.305
1730980680905,2024-11-07T12:58:00.905,34.265,0.488,-0.183,0.183
1730980680910,2024-11-07T12:58:00.910,34.270,0.671,-0.183,0.183
1730980680915,2024-11-07T12:58:00.915,34.275,0.610,-0.122,0.244
1730980680920,2024-11-07T12:58:00.920,34.280,0.610,-0.183,0.305
1730980680925,2024-11-07T12:58:00.925,34.285,0.488,-0.061,0.244
1730980680930,2024-11-07T12:58:00.930,34.290,0.549,-0.061,0.244
1730980680935,2024-11-07T12:58:00.935,34.295,0.549,-0.183,0.305
1730980680940,2024-11-07T12:58:00.940,34.300,0.488,-0.244,0.305
1730980680945,2024-11-07T12:58:00.945,34.305,0.427,-0.122,0.305
1730980680950,2024-11-07T12:58:00.950,34.310,0.488,-0.122,0.244
1730980680955,2024-11-07T12:58:00.955,34.315,0.610,-0.183,0.183
1730980680960,2024-11-07T12:58:00.960,34.320,0.610,-0.061,0.244
1730980680965,2024-11-07T12:58:00.965,34.325,0.610,-0.122,0.305
1730980680970,2024-11-07T12:58:00.970,34.330,0.549,-0.244,0.366
1730980680975,2024-11-07T12:58:00.975,34.335,0.732,-0.122,0.305
1730980680980,2024-11-07T12:58:00.980,34.340,0.488,0.000,0.183
1730980680985,2024-11-07T12:58:00.985,34.345,0.488,-0.061,0.244
1730980680990,2024-11-07T12:58:00.990,34.350,0.610,-0.183,0.305
1730980680995,2024-11-07T12:58:00.995,34.355,0.549,-0.061,0.244
1730980681000,2024-11-07T12:58:01.000,34.360,0.610,-0.122,0.305
1730980681005,2024-11-07T12:58:01.005,34.365,0.610,-0.122,0.244
1730980681010,2024-11-07T12:58:01.010,34.370,0.549,-0.183,0.244
1730980681015,2024-11-07T12:58:01.015,34.375,0.610,-0.122,0.244
1730980681020,2024-11-07T12:58:01.020,34.380,0.549,-0.183,0.244
1730980681025,2024-11-07T12:58:01.025,34.385,0.610,-0.122,0.183
1730980681030,2024-11-07T12:58:01.030,34.390,0.488,-0.122,0.183
1730980681035,2024-11-07T12:58:01.035,34.395,0.610,-0.122,0.244
1730980681040,2024-11-07T12:58:01.040,34.400,0.549,-0.122,0.244
1730980681045,2024-11-07T12:58:01.045,34.405,0.488,-0.183,0.183
1730980681050,2024-11-07T12:58:01.050,34.410,0.366,-0.122,0.244
1730980681055,2024-11-07T12:58:01.055,34.415,0.549,-0.122,0.183
1730980681060,2024-11-07T12:58:01.060,34.420,0.488,-0.183,0.244
1730980681065,2024-11-07T12:58:01.065,34.425,0.427,-0.061,0.366
1730980681070,2024-11-07T12:58:01.070,34.430,0.488,-0.061,0.183
1730980681075,2024-11-07T12:58:01.075,34.435,0.549,-0.122,0.122
1730980681080,2024-11-07T12:58:01.080,34.440,0.671,-0.122,0.244
1730980681085,2024-11-07T12:58:01.085,34.445,0.671,-0.061,0.244
1730980681090,2024-11-07T12:58:01.090,34.450,0.488,-0.061,0.183
1730980681095,2024-11-07T12:58:01.095,34.455,0.732,-0.183,0.244
1730980681100,2024-11-07T12:58:01.100,34.460,0.671,-0.122,0.305
1730980681105,2024-11-07T12:58:01.105,34.465,0.671,-0.122,0.244
1730980681110,2024-11-07T12:58:01.110,34.470,0.549,-0.183,0.183
1730980681115,2024-11-07T12:58:01.115,34.475,0.671,-0.122,0.183
1730980681120,2024-11-07T12:58:01.120,34.480,0.610,-0.183,0.122
1730980681125,2024-11-07T12:58:01.125,34.485,0.549,-0.122,0.305
1730980681130,2024-11-07T12:58:01.130,34.490,0.610,-0.183,0.183
1730980681135,2024-11-07T12:58:01.135,34.495,0.427,-0.061,0.122
1730980681140,2024-11-07T12:58:01.140,34.500,0.488,-0.122,0.183
1730980681145,2024-11-07T12:58:01.145,34.505,0.427,-0.244,0.122
1730980681150,2024-11-07T12:58:01.150,34.510,0.488,-0.061,0.122
1730980681155,2024-11-07T12:58:01.155,34.515,0.549,-0.122,0.305
1730980681160,2024-11-07T12:58:01.160,34.520,0.488,-0.061,0.305
1730980681165,2024-11-07T12:58:01.165,34.525,0.610,-0.061,0.305
1730980681170,2024-11-07T12:58:01.170,34.530,0.732,-0.183,0.244
1730980681175,2024-11-07T12:58:01.175,34.535,0.671,-0.183,0.244
1730980681180,2024-11-07T12:58:01.180,34.540,0.671,-0.061,0.244
1730980681185,2024-11-07T12:58:01.185,34.545,0.610,-0.061,0.122
1730980681190,2024-11-07T12:58:01.190,34.550,0.732,-0.122,0.183
1730980681195,2024-11-07T12:58:01.195,34.555,0.732,-0.183,0.305
1730980681200,2024-11-07T12:58:01.200,34.560,0.549,-0.183,0.244
1730980681205,2024-11-07T12:58:01.205,34.565,0.549,-0.061,0.244
1730980681210,2024-11-07T12:58:01.210,34.570,0.549,-0.061,0.244
1730980681215,2024-11-07T12:58:01.215,34.575,0.549,-0.061,0.305
1730980681220,2024-11-07T12:58:01.220,34.580,0.549,-0.183,0.305
1730980681225,2024-11-07T12:58:01.225,34.585,0.549,-0.183,0.244
1730980681230,2024-11-07T12:58:01.230,34.590,0.671,-0.183,0.122
1730980681235,2024-11-07T12:58:01.235,34.595,0.671,-0.183,0.183
1730980681240,2024-11-07T12:58:01.240,34.600,0.610,-0.061,0.244
1730980681245,2024-11-07T12:58:01.245,34.605,0.549,-0.122,0.244
1730980681250,2024-11-07T12:58:01.250,34.610,0.488,-0.183,0.305
1730980681255,2024-11-07T12:58:01.255,34.615,0.671,-0.122,0.244
1730980681260,2024-11-07T12:58:01.260,34.620,0.610,-0.061,0.183
1730980681265,2024-11-07T12:58:01.265,34.625,0.793,-0.122,0.244
1730980681270,2024-11-07T12:58:01.270,34.630,0.671,-0.122,0.244
1730980681275,2024-11-07T12:58:01.275,34.635,0.549,-0.061,0.244
1730980681280,2024-11-07T12:58:01.280,34.640,0.488,-0.244,0.122
1730980681285,2024-11-07T12:58:01.285,34.645,0.488,-0.183,0.244
1730980681290,2024-11-07T12:58:01.290,34.650,0.671,-0.061,0.305
1730980681295,2024-11-07T12:58:01.295,34.655,0.671,0.000,0.366
1730980681300,2024-11-07T12:58:01.300,34.660,0.549,-0.122,0.244
1730980681305,2024-11-07T12:58:01.305,34.665,0.610,-0.122,0.305
1730980681310,2024-11-07T12:58:01.310,34.670,0.488,-0.061,0.183
1730980681315,2024-11-07T12:58:01.315,34.675,0.610,-0.183,0.183
1730980681320,2024-11-07T12:58:01.320,34.680,0.671,-0.122,0.183
1730980681325,2024-11-07T12:58:01.325,34.685,0.732,-0.183,0.244
1730980681330,2024-11-07T12:58:01.330,34.690,0.610,-0.122,0.244
1730980681335,2024-11-07T12:58:01.335,34.695,0.549,-0.122,0.183
1730980681340,2024-11-07T12:58:01.340,34.700,0.549,-0.061,0.305
1730980681345,2024-11-07T12:58:01.345,34.705,0.610,0.000,0.244
1730980681350,2024-11-07T12:58:01.350,34.710,0.549,-0.183,0.183
1730980681355,2024-11-07T12:58:01.355,34.715,0.488,-0.183,0.183
1730980681360,2024-11-07T12:58:01.360,34.720,0.427,-0.122,0.183
1730980681365,2024-11-07T12:58:01.365,34.725,0.549,-0.122,0.183
1730980681370,2024-11-07T12:58:01.370,34.730,0.671,-0.061,0.244
1730980681375,2024-11-07T12:58:01.375,34.735,0.549,-0.305,0.305
1730980681380,2024-11-07T12:58:01.380,34.740,0.671,-0.122,0.244
1730980681385,2024-11-07T12:58:01.385,34.745,0.610,-0.061,0.183
1730980681390,2024-11-07T12:58:01.390,34.750,0.671,-0.122,0.244
1730980681395,2024-11-07T12:58:01.395,34.755,0.671,-0.061,0.183
1730980681400,2024-11-07T12:58:01.400,34.760,0.549,-0.061,0.183
1730980681405,2024-11-07T12:58:01.405,34.765,0.549,0.061,0.183
1730980681410,2024-11-07T12:58:01.410,34.770,0.671,0.000,0.244
1730980681415,2024-11-07T12:58:01.415,34.775,0.610,-0.061,0.244
1730980681420,2024-11-07T12:58:01.420,34.780,0.610,-0.122,0.244
1730980681425,2024-11-07T12:58:01.425,34.785,0.427,-0.122,0.305
1730980681430,2024-11-07T12:58:01.430,34.790,0.427,-0.122,0.305
1730980681435,2024-11-07T12:58:01.435,34.795,0.488,-0.122,0.183
1730980681440,2024-11-07T12:58:01.440,34.800,0.488,-0.183,0.183
1730980681445,2024-11-07T12:58:01.445,34.805,0.549,-0.122,0.183
1730980681450,2024-11-07T12:58:01.450,34.810,0.671,-0.122,0.305
1730980681455,2024-11-07T12:58:01.455,34.815,0.549,-0.122,0.305
1730980681460,2024-11-07T12:58:01.460,34.820,0.610,-0.183,0.244
1730980681465,2024-11-07T12:58:01.465,34.825,0.610,-0.061,0.244
1730980681470,2024-11-07T12:58:01.470,34.830,0.610,-0.061,0.183
1730980681475,2024-11-07T12:58:01.475,34.835,0.671,0.000,0.244
1730980681480,2024-11-07T12:58:01.480,34.840,0.549,-0.122,0.183
1730980681485,2024-11-07T12:58:01.485,34.845,0.610,-0.122,0.183
1730980681490,2024-11-07T12:58:01.490,34.850,0.610,-0.122,0.183
1730980681495,2024-11-07T12:58:01.495,34.855,0.610,-0.183,0.183
1730980681500,2024-11-07T12:58:01.500,34.860,0.549,-0.061,0.183
1730980681505,2024-11-07T12:58:01.505,34.865,0.671,-0.061,0.183
1730980681510,2024-11-07T12:58:01.510,34.870,0.671,-0.122,0.183
1730980681515,2024-11-07T12:58:01.515,34.875,0.671,-0.122,0.122
1730980681520,2024-11-07T12:58:01.520,34.880,0.671,-0.061,0.183
1730980681525,2024-11-07T12:58:01.525,34.885,0.671,-0.122,0.305
1730980681530,2024-11-07T12:58:01.530,34.890,0.671,-0.122,0.244
1730980681535,2024-11-07T12:58:01.535,34.895,0.427,-0.122,0.183
1730980681540,2024-11-07T12:58:01.540,34.900,0.488,-0.122,0.305
1730980681545,2024-11-07T12:58:01.545,34.905,0.732,-0.122,0.244
1730980681550,2024-11-07T12:58:01.550,34.910,0.610,-0.183,0.305
1730980681555,2024-11-07T12:58:01.555,34.915,0.732,-0.122,0.183
1730980681560,2024-11-07T12:58:01.560,34.920,0.732,-0.061,0.183
1730980681565,2024-11-07T12:58:01.565,34.925,0.549,-0.061,0.244
1730980681570,2024-11-07T12:58:01.570,34.930,0.488,-0.183,0.244
1730980681575,2024-11-07T12:58:01.575,34.935,0.610,-0.183,0.183
1730980681580,2024-11-07T12:58:01.580,34.940,0.671,-0.061,0.183
1730980681585,2024-11-07T12:58:01.585,34.945,0.549,-0.183,0.244
1730980681590,2024-11-07T12:58:01.590,34.950,0.671,-0.244,0.183
1730980681595,2024-11-07T12:58:01.595,34.955,0.671,-0.183,0.183
1730980681600,2024-11-07T12:58:01.600,34.960,0.427,-0.122,0.305
1730980681605,2024-11-07T12:58:01.605,34.965,0.671,-0.122,0.305
1730980681610,2024-11-07T12:58:01.610,34.970,0.549,0.000,0.183
1730980681615,2024-11-07T12:58:01.615,34.975,0.549,-0.061,0.061
1730980681620,2024-11-07T12:58:01.620,34.980,0.671,-0.061,0.244
1730980681625,2024-11-07T12:58:01.625,34.985,0.488,-0.061,0.244
1730980681630,2024-11-07T12:58:01.630,34.990,0.549,-0.122,0.244
1730980681635,2024-11-07T12:58:01.635,34.995,0.671,-0.244,0.244
1730980681640,2024-11-07T12:58:01.640,35.000,0.610,-0.061,0.305
1730980681645,2024-11-07T12:58:01.645,35.005,0.610,-0.061,0.305
1730980681650,2024-11-07T12:58:01.650,35.010,0.671,-0.061,0.183
1730980681655,2024-11-07T12:58:01.655,35.015,0.488,-0.183,0.244
1730980681660,2024-11-07T12:58:01.660,35.020,0.549,-0.305,0.183
1730980681665,2024-11-07T12:58:01.665,35.025,0.671,-0.183,0.244
1730980681670,2024-11-07T12:58:01.670,35.030,0.549,-0.122,0.244
1730980681675,2024-11-07T12:58:01.675,35.035,0.610,-0.061,0.305
1730980681680,2024-11-07T12:58:01.680,35.040,0.549,-0.183,0.244
1730980681685,2024-11-07T12:58:01.685,35.045,0.488,-0.183,0.244
1730980681690,2024-11-07T12:58:01.690,35.050,0.488,-0.183,0.244
1730980681695,2024-11-07T12:58:01.695,35.055,0.793,-0.122,0.305
1730980681700,2024-11-07T12:58:01.700,35.060,0.671,-0.122,0.183
1730980681705,2024-11-07T12:58:01.705,35.065,0.610,-0.183,0.183
1730980681710,2024-11-07T12:58:01.710,35.070,0.671,-0.122,0.244
1730980681715,2024-11-07T12:58:01.715,35.075,0.610,-0.122,0.244
1730980681720,2024-11-07T12:58:01.720,35.080,0.671,-0.183,0.244
1730980681725,2024-11-07T12:58:01.725,35.085,0.671,-0.061,0.305
1730980681730,2024-11-07T12:58:01.730,35.090,0.610,-0.061,0.305
1730980681735,2024-11-07T12:58:01.735,35.095,0.793,-0.122,0.244
1730980681740,2024-11-07T12:58:01.740,35.100,0.610,-0.122,0.244
1730980681745,2024-11-07T12:58:01.745,35.105,0.549,-0.122,0.305
1730980681750,2024-11-07T12:58:01.750,35.110,0.549,-0.122,0.244
1730980681755,2024-11-07T12:58:01.755,35.115,0.671,-0.122,0.244
1730980681760,2024-11-07T12:58:01.760,35.120,0.549,-0.183,0.244
1730980681765,2024-11-07T12:58:01.765,35.125,0.549,-0.244,0.122
1730980681770,2024-11-07T12:58:01.770,35.130,0.549,-0.061,0.244
1730980681775,2024-11-07T12:58:01.775,35.135,0.549,-0.061,0.122
1730980681780,2024-11-07T12:58:01.780,35.140,0.610,-0.183,0.122
1730980681785,2024-11-07T12:58:01.785,35.145,0.610,-0.122,0.122
1730980681790,2024-11-07T12:58:01.790,35.150,0.732,-0.183,0.244
1730980681795,2024-11-07T12:58:01.795,35.155,0.610,-0.122,0.244
1730980681800,2024-11-07T12:58:01.800,35.160,0.549,-0.122,0.183
1730980681805,2024-11-07T12:58:01.805,35.165,0.549,-0.061,0.183
1730980681810,2024-11-07T12:58:01.810,35.170,0.671,-0.061,0.183
1730980681815,2024-11-07T12:58:01.815,35.175,0.488,-0.183,0.183
1730980681820,2024-11-07T12:58:01.820,35.180,0.610,-0.122,0.122
1730980681825,2024-11-07T12:58:01.825,35.185,0.549,-0.183,0.305
1730980681830,2024-11-07T12:58:01.830,35.190,0.610,-0.122,0.244
1730980681835,2024-11-07T12:58:01.835,35.195,0.610,-0.061,0.244
1730980681840,2024-11-07T12:58:01.840,35.200,0.671,-0.122,0.183
1730980681845,2024-11-07T12:58:01.845,35.205,0.610,-0.061,0.244
1730980681850,2024-11-07T12:58:01.850,35.210,0.671,-0.122,0.183
1730980681855,2024-11-07T12:58:01.855,35.215,0.427,-0.122,0.183
1730980681860,2024-11-07T12:58:01.860,35.220,0.610,-0.183,0.366
1730980681865,2024-11-07T12:58:01.865,35.225,0.610,-0.122,0.244
1730980681870,2024-11-07T12:58:01.870,35.230,0.549,-0.061,0.183
1730980681875,2024-11-07T12:58:01.875,35.235,0.671,-0.122,0.122
1730980681880,2024-11-07T12:58:01.880,35.240,0.549,0.000,0.244
1730980681885,2024-11-07T12:58:01.885,35.245,0.549,-0.122,0.366
1730980681890,2024-11-07T12:58:01.890,35.250,0.732,-0.122,0.305
1730980681895,2024-11-07T12:58:01.895,35.255,0.549,-0.183,0.244
1730980681900,2024-11-07T12:58:01.900,35.260,0.549,-0.244,0.366
1730980681905,2024-11-07T12:58:01.905,35.265,0.671,-0.244,0.305
1730980681910,2024-11-07T12:58:01.910,35.270,0.549,-0.061,0.183
1730980681915,2024-11-07T12:58:01.915,35.275,0.610,-0.061,0.122
1730980681920,2024-11-07T12:58:01.920,35.280,0.610,-0.244,0.366
1730980681925,2024-11-07T12:58:01.925,35.285,0.488,-0.183,0.366
1730980681930,2024-11-07T12:58:01.930,35.290,0.488,-0.244,0.244
1730980681935,2024-11-07T12:58:01.935,35.295,0.549,-0.183,0.244
1730980681940,2024-11-07T12:58:01.940,35.300,0.732,-0.122,0.305
1730980681945,2024-11-07T12:58:01.945,35.305,0.671,-0.061,0.244
1730980681950,2024-11-07T12:58:01.950,35.310,0.610,-0.122,0.122
1730980681955,2024-11-07T12:58:01.955,35.315,0.549,-0.122,0.244
1730980681960,2024-11-07T12:58:01.960,35.320,0.610,-0.122,0.366
1730980681965,2024-11-07T12:58:01.965,35.325,0.549,-0.183,0.305
1730980681970,2024-11-07T12:58:01.970,35.330,0.732,-0.061,0.183
1730980681975,2024-11-07T12:58:01.975,35.335,0.610,-0.061,0.305
1730980681980,2024-11-07T12:58:01.980,35.340,0.549,-0.244,0.244
1730980681985,2024-11-07T12:58:01.985,35.345,0.549,-0.244,0.305
1730980681990,2024-11-07T12:58:01.990,35.350,0.671,-0.183,0.244
1730980681995,2024-11-07T12:58:01.995,35.355,0.610,-0.183,0.183
1730980682000,2024-11-07T12:58:02.000,35.360,0.671,-0.183,0.244
1730980682005,2024-11-07T12:58:02.005,35.365,0.610,-0.244,0.305
1730980682010,2024-11-07T12:58:02.010,35.370,0.610,-0.183,0.244
1730980682015,2024-11-07T12:58:02.015,35.375,0.671,-0.122,0.183
1730980682020,2024-11-07T12:58:02.020,35.380,0.671,-0.244,0.244
1730980682025,2024-11-07T12:58:02.025,35.385,0.671,-0.061,0.183
1730980682030,2024-11-07T12:58:02.030,35.390,0.549,0.000,0.183
1730980682035,2024-11-07T12:58:02.035,35.395,0.427,-0.122,0.183
1730980682040,2024-11-07T12:58:02.040,35.400,0.549,-0.183,0.305
1730980682045,2024-11-07T12:58:02.045,35.405,0.610,-0.305,0.366
1730980682050,2024-11-07T12:58:02.050,35.410,0.549,-0.061,0.305
1730980682055,2024-11-07T12:58:02.055,35.415,0.671,-0.061,0.366
1730980682060,2024-11-07T12:58:02.060,35.420,0.732,-0.122,0.366
1730980682065,2024-11-07T12:58:02.065,35.425,0.732,0.061,0.305
1730980682070,2024-11-07T12:58:02.070,35.430,0.488,-0.183,0.244
1730980682075,2024-11-07T12:58:02.075,35.435,0.244,-0.671,0.183
1730980682080,2024-11-07T12:58:02.080,35.440,0.549,-0.366,0.183
1730980682085,2024-11-07T12:58:02.085,35.445,0.610,-0.061,0.183
1730980682090,2024-11-07T12:58:02.090,35.450,1.098,-0.305,0.183
1730980682095,2024-11-07T12:58:02.095,35.455,0.549,-0.244,0.183
1730980682100,2024-11-07T12:58:02.100,35.460,0.671,0.061,0.122
1730980682105,2024-11-07T12:58:02.105,35.465,0.244,0.122,0.183
1730980682110,2024-11-07T12:58:02.110,35.470,0.610,0.122,0.244
1730980682115,2024-11-07T12:58:02.115,35.475,0.610,0.366,0.244
1730980682120,2024-11-07T12:58:02.120,35.480,0.610,0.305,0.305
1730980682125,2024-11-07T12:58:02.125,35.485,0.732,0.000,0.122
1730980682130,2024-11-07T12:58:02.130,35.490,0.488,0.122,0.244
1730980682135,2024-11-07T12:58:02.135,35.495,0.427,-0.183,0.244
