epoch (ms),time (01:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1730980703665,2024-11-07T12:58:23.665,57.025,0.732,-0.122,0.244
1730980703670,2024-11-07T12:58:23.670,57.030,0.549,-0.061,0.366
1730980703675,2024-11-07T12:58:23.675,57.035,0.488,-0.122,0.366
1730980703680,2024-11-07T12:58:23.680,57.040,0.488,-0.183,0.244
1730980703685,2024-11-07T12:58:23.685,57.045,0.549,0.000,0.244
1730980703690,2024-11-07T12:58:23.690,57.050,0.610,-0.122,0.183
1730980703695,2024-11-07T12:58:23.695,57.055,0.488,-0.244,0.244
1730980703700,2024-11-07T12:58:23.700,57.060,0.427,-0.061,0.183
1730980703705,2024-11-07T12:58:23.705,57.065,0.549,0.000,0.183
1730980703710,2024-11-07T12:58:23.710,57.070,0.549,-0.183,0.244
1730980703715,2024-11-07T12:58:23.715,57.075,0.610,-0.183,0.244
1730980703720,2024-11-07T12:58:23.720,57.080,0.427,-0.061,0.183
1730980703725,2024-11-07T12:58:23.725,57.085,0.549,-0.122,0.183
1730980703730,2024-11-07T12:58:23.730,57.090,0.610,0.000,0.244
1730980703735,2024-11-07T12:58:23.735,57.095,0.549,-0.061,0.366
1730980703740,2024-11-07T12:58:23.740,57.100,0.427,-0.122,0.305
1730980703745,2024-11-07T12:58:23.745,57.105,0.366,-0.183,0.244
1730980703750,2024-11-07T12:58:23.750,57.110,0.427,-0.061,0.305
1730980703755,2024-11-07T12:58:23.755,57.115,0.549,-0.061,0.305
1730980703760,2024-11-07T12:58:23.760,57.120,0.610,-0.183,0.122
1730980703765,2024-11-07T12:58:23.765,57.125,0.610,-0.061,0.183
1730980703770,2024-11-07T12:58:23.770,57.130,0.549,0.000,0.305
1730980703775,2024-11-07T12:58:23.775,57.135,0.610,-0.061,0.305
1730980703780,2024-11-07T12:58:23.780,57.140,0.610,-0.122,0.183
1730980703785,2024-11-07T12:58:23.785,57.145,0.549,-0.122,0.244
1730980703790,2024-11-07T12:58:23.790,57.150,0.610,-0.122,0.183
1730980703795,2024-11-07T12:58:23.795,57.155,0.732,-0.183,0.244
1730980703800,2024-11-07T12:58:23.800,57.160,0.610,-0.122,0.183
1730980703805,2024-11-07T12:58:23.805,57.165,0.610,-0.183,0.183
1730980703810,2024-11-07T12:58:23.810,57.170,0.488,-0.122,0.305
1730980703815,2024-11-07T12:58:23.815,57.175,0.610,-0.122,0.305
1730980703820,2024-11-07T12:58:23.820,57.180,0.732,-0.183,0.244
1730980703825,2024-11-07T12:58:23.825,57.185,0.732,-0.122,0.305
1730980703830,2024-11-07T12:58:23.830,57.190,0.732,-0.061,0.244
1730980703835,2024-11-07T12:58:23.835,57.195,0.610,-0.061,0.305
1730980703840,2024-11-07T12:58:23.840,57.200,0.488,-0.122,0.305
1730980703845,2024-11-07T12:58:23.845,57.205,0.488,0.000,0.305
1730980703850,2024-11-07T12:58:23.850,57.210,0.427,-0.061,0.244
1730980703855,2024-11-07T12:58:23.855,57.215,0.610,-0.244,0.244
1730980703860,2024-11-07T12:58:23.860,57.220,0.732,-0.122,0.305
1730980703865,2024-11-07T12:58:23.865,57.225,0.671,-0.183,0.305
1730980703870,2024-11-07T12:58:23.870,57.230,0.488,-0.305,0.244
1730980703875,2024-11-07T12:58:23.875,57.235,0.549,-0.122,0.244
1730980703880,2024-11-07T12:58:23.880,57.240,0.549,-0.122,0.305
1730980703885,2024-11-07T12:58:23.885,57.245,0.610,-0.061,0.244
1730980703890,2024-11-07T12:58:23.890,57.250,0.610,0.000,0.183
1730980703895,2024-11-07T12:58:23.895,57.255,0.610,-0.061,0.122
1730980703900,2024-11-07T12:58:23.900,57.260,0.610,-0.122,0.244
1730980703905,2024-11-07T12:58:23.905,57.265,0.732,-0.122,0.305
1730980703910,2024-11-07T12:58:23.910,57.270,0.610,-0.183,0.244
1730980703915,2024-11-07T12:58:23.915,57.275,0.610,-0.183,0.183
1730980703920,2024-11-07T12:58:23.920,57.280,0.610,-0.183,0.244
1730980703925,2024-11-07T12:58:23.925,57.285,0.671,-0.122,0.244
1730980703930,2024-11-07T12:58:23.930,57.290,0.732,-0.061,0.183
1730980703935,2024-11-07T12:58:23.935,57.295,0.732,-0.061,0.183
1730980703940,2024-11-07T12:58:23.940,57.300,0.549,-0.183,0.244
1730980703945,2024-11-07T12:58:23.945,57.305,0.610,-0.122,0.244
1730980703950,2024-11-07T12:58:23.950,57.310,0.549,-0.122,0.183
1730980703955,2024-11-07T12:58:23.955,57.315,0.610,-0.305,0.122
1730980703960,2024-11-07T12:58:23.960,57.320,0.488,-0.183,0.305
1730980703965,2024-11-07T12:58:23.965,57.325,0.549,-0.183,0.183
1730980703970,2024-11-07T12:58:23.970,57.330,0.610,-0.061,0.305
1730980703975,2024-11-07T12:58:23.975,57.335,0.671,-0.061,0.305
1730980703980,2024-11-07T12:58:23.980,57.340,0.610,-0.122,0.244
1730980703985,2024-11-07T12:58:23.985,57.345,0.427,-0.061,0.183
1730980703990,2024-11-07T12:58:23.990,57.350,0.549,-0.061,0.305
1730980703995,2024-11-07T12:58:23.995,57.355,0.610,-0.122,0.244
1730980704000,2024-11-07T12:58:24.000,57.360,0.549,-0.061,0.183
1730980704005,2024-11-07T12:58:24.005,57.365,0.488,-0.061,0.122
1730980704010,2024-11-07T12:58:24.010,57.370,0.671,-0.061,0.244
1730980704015,2024-11-07T12:58:24.015,57.375,0.610,-0.122,0.305
1730980704020,2024-11-07T12:58:24.020,57.380,0.549,-0.183,0.305
1730980704025,2024-11-07T12:58:24.025,57.385,0.732,-0.183,0.244
1730980704030,2024-11-07T12:58:24.030,57.390,0.610,-0.122,0.244
1730980704035,2024-11-07T12:58:24.035,57.395,0.427,-0.183,0.366
1730980704040,2024-11-07T12:58:24.040,57.400,0.549,-0.183,0.183
1730980704045,2024-11-07T12:58:24.045,57.405,0.549,-0.183,0.305
1730980704050,2024-11-07T12:58:24.050,57.410,0.549,-0.183,0.244
1730980704055,2024-11-07T12:58:24.055,57.415,0.549,-0.061,0.305
1730980704060,2024-11-07T12:58:24.060,57.420,0.610,-0.122,0.183
1730980704065,2024-11-07T12:58:24.065,57.425,0.549,-0.122,0.244
1730980704070,2024-11-07T12:58:24.070,57.430,0.793,-0.061,0.244
1730980704075,2024-11-07T12:58:24.075,57.435,0.854,-0.183,0.244
1730980704080,2024-11-07T12:58:24.080,57.440,0.549,-0.305,0.183
1730980704085,2024-11-07T12:58:24.085,57.445,0.671,-0.122,0.183
1730980704090,2024-11-07T12:58:24.090,57.450,0.610,-0.122,0.244
1730980704095,2024-11-07T12:58:24.095,57.455,0.610,-0.061,0.244
1730980704100,2024-11-07T12:58:24.100,57.460,0.549,-0.122,0.244
1730980704105,2024-11-07T12:58:24.105,57.465,0.671,-0.244,0.183
1730980704110,2024-11-07T12:58:24.110,57.470,0.854,-0.183,0.122
1730980704115,2024-11-07T12:58:24.115,57.475,0.549,-0.122,0.244
1730980704120,2024-11-07T12:58:24.120,57.480,0.549,-0.122,0.244
1730980704125,2024-11-07T12:58:24.125,57.485,0.610,-0.183,0.122
1730980704130,2024-11-07T12:58:24.130,57.490,0.732,-0.122,0.183
1730980704135,2024-11-07T12:58:24.135,57.495,0.610,-0.061,0.305
1730980704140,2024-11-07T12:58:24.140,57.500,0.610,-0.122,0.244
1730980704145,2024-11-07T12:58:24.145,57.505,0.549,-0.122,0.183
1730980704150,2024-11-07T12:58:24.150,57.510,0.549,-0.122,0.305
1730980704155,2024-11-07T12:58:24.155,57.515,0.671,-0.183,0.244
1730980704160,2024-11-07T12:58:24.160,57.520,0.549,-0.122,0.244
1730980704165,2024-11-07T12:58:24.165,57.525,0.610,0.000,0.244
1730980704170,2024-11-07T12:58:24.170,57.530,0.488,-0.122,0.244
1730980704175,2024-11-07T12:58:24.175,57.535,0.549,-0.244,0.305
1730980704180,2024-11-07T12:58:24.180,57.540,0.549,-0.183,0.183
1730980704185,2024-11-07T12:58:24.185,57.545,0.671,-0.183,0.244
1730980704190,2024-11-07T12:58:24.190,57.550,0.610,-0.122,0.244
1730980704195,2024-11-07T12:58:24.195,57.555,0.671,-0.183,0.244
1730980704200,2024-11-07T12:58:24.200,57.560,0.610,-0.122,0.305
1730980704205,2024-11-07T12:58:24.205,57.565,0.671,-0.061,0.366
1730980704210,2024-11-07T12:58:24.210,57.570,0.610,-0.122,0.183
1730980704215,2024-11-07T12:58:24.215,57.575,0.610,-0.122,0.122
1730980704220,2024-11-07T12:58:24.220,57.580,0.732,-0.061,0.305
1730980704225,2024-11-07T12:58:24.225,57.585,0.549,-0.122,0.183
1730980704230,2024-11-07T12:58:24.230,57.590,0.610,-0.244,0.244
1730980704235,2024-11-07T12:58:24.235,57.595,0.671,-0.183,0.305
1730980704240,2024-11-07T12:58:24.240,57.600,0.549,-0.122,0.244
1730980704245,2024-11-07T12:58:24.245,57.605,0.488,-0.183,0.183
1730980704250,2024-11-07T12:58:24.250,57.610,0.610,-0.122,0.305
1730980704255,2024-11-07T12:58:24.255,57.615,0.610,-0.183,0.183
1730980704260,2024-11-07T12:58:24.260,57.620,0.671,-0.183,0.122
1730980704265,2024-11-07T12:58:24.265,57.625,0.610,-0.122,0.122
1730980704270,2024-11-07T12:58:24.270,57.630,0.610,0.000,0.122
1730980704275,2024-11-07T12:58:24.275,57.635,0.671,-0.061,0.244
1730980704280,2024-11-07T12:58:24.280,57.640,0.610,-0.122,0.305
1730980704285,2024-11-07T12:58:24.285,57.645,0.610,-0.061,0.244
1730980704290,2024-11-07T12:58:24.290,57.650,0.488,-0.061,0.244
1730980704295,2024-11-07T12:58:24.295,57.655,0.610,-0.122,0.183
1730980704300,2024-11-07T12:58:24.300,57.660,0.549,-0.061,0.244
1730980704305,2024-11-07T12:58:24.305,57.665,0.427,-0.061,0.183
1730980704310,2024-11-07T12:58:24.310,57.670,0.488,-0.122,0.183
1730980704315,2024-11-07T12:58:24.315,57.675,0.732,-0.122,0.244
1730980704320,2024-11-07T12:58:24.320,57.680,0.671,-0.122,0.305
1730980704325,2024-11-07T12:58:24.325,57.685,0.671,-0.061,0.305
1730980704330,2024-11-07T12:58:24.330,57.690,0.549,-0.061,0.305
1730980704335,2024-11-07T12:58:24.335,57.695,0.671,-0.122,0.183
1730980704340,2024-11-07T12:58:24.340,57.700,0.671,-0.061,0.244
1730980704345,2024-11-07T12:58:24.345,57.705,0.610,-0.122,0.183
1730980704350,2024-11-07T12:58:24.350,57.710,0.671,-0.061,0.305
1730980704355,2024-11-07T12:58:24.355,57.715,0.488,-0.122,0.061
1730980704360,2024-11-07T12:58:24.360,57.720,0.427,-0.061,0.183
1730980704365,2024-11-07T12:58:24.365,57.725,0.732,-0.183,0.305
1730980704370,2024-11-07T12:58:24.370,57.730,0.610,-0.061,0.183
1730980704375,2024-11-07T12:58:24.375,57.735,0.610,-0.183,0.244
1730980704380,2024-11-07T12:58:24.380,57.740,0.610,-0.122,0.244
1730980704385,2024-11-07T12:58:24.385,57.745,0.549,-0.244,0.244
1730980704390,2024-11-07T12:58:24.390,57.750,0.549,-0.183,0.244
1730980704395,2024-11-07T12:58:24.395,57.755,0.610,-0.122,0.244
1730980704400,2024-11-07T12:58:24.400,57.760,0.732,-0.122,0.244
1730980704405,2024-11-07T12:58:24.405,57.765,0.610,-0.183,0.427
1730980704410,2024-11-07T12:58:24.410,57.770,0.610,-0.061,0.183
1730980704415,2024-11-07T12:58:24.415,57.775,0.671,-0.122,0.122
1730980704420,2024-11-07T12:58:24.420,57.780,0.671,-0.122,0.183
1730980704425,2024-11-07T12:58:24.425,57.785,0.610,-0.122,0.244
1730980704430,2024-11-07T12:58:24.430,57.790,0.549,-0.061,0.305
1730980704435,2024-11-07T12:58:24.435,57.795,0.732,-0.122,0.305
1730980704440,2024-11-07T12:58:24.440,57.800,0.671,-0.061,0.244
1730980704445,2024-11-07T12:58:24.445,57.805,0.549,-0.122,0.305
1730980704450,2024-11-07T12:58:24.450,57.810,0.610,-0.122,0.244
1730980704455,2024-11-07T12:58:24.455,57.815,0.610,-0.183,0.183
1730980704460,2024-11-07T12:58:24.460,57.820,0.610,-0.122,0.305
1730980704465,2024-11-07T12:58:24.465,57.825,0.610,-0.183,0.061
1730980704470,2024-11-07T12:58:24.470,57.830,0.488,-0.183,0.244
1730980704475,2024-11-07T12:58:24.475,57.835,0.488,-0.122,0.244
1730980704480,2024-11-07T12:58:24.480,57.840,0.732,-0.183,0.244
1730980704485,2024-11-07T12:58:24.485,57.845,0.671,-0.183,0.244
1730980704490,2024-11-07T12:58:24.490,57.850,0.610,-0.122,0.244
1730980704495,2024-11-07T12:58:24.495,57.855,0.671,-0.183,0.305
1730980704500,2024-11-07T12:58:24.500,57.860,0.610,-0.183,0.244
1730980704505,2024-11-07T12:58:24.505,57.865,0.549,-0.122,0.305
1730980704510,2024-11-07T12:58:24.510,57.870,0.671,-0.061,0.366
1730980704515,2024-11-07T12:58:24.515,57.875,0.793,-0.061,0.183
1730980704520,2024-11-07T12:58:24.520,57.880,0.671,-0.122,0.244
1730980704525,2024-11-07T12:58:24.525,57.885,0.610,-0.305,0.244
1730980704530,2024-11-07T12:58:24.530,57.890,0.488,-0.183,0.183
1730980704535,2024-11-07T12:58:24.535,57.895,0.488,-0.061,0.244
1730980704540,2024-11-07T12:58:24.540,57.900,0.427,-0.122,0.183
1730980704545,2024-11-07T12:58:24.545,57.905,0.549,-0.183,0.244
1730980704550,2024-11-07T12:58:24.550,57.910,0.671,-0.061,0.244
1730980704555,2024-11-07T12:58:24.555,57.915,0.610,-0.122,0.305
1730980704560,2024-11-07T12:58:24.560,57.920,0.671,-0.122,0.122
1730980704565,2024-11-07T12:58:24.565,57.925,0.671,-0.061,0.244
1730980704570,2024-11-07T12:58:24.570,57.930,0.488,-0.122,0.244
1730980704575,2024-11-07T12:58:24.575,57.935,0.488,-0.122,0.244
1730980704580,2024-11-07T12:58:24.580,57.940,0.549,-0.061,0.305
1730980704585,2024-11-07T12:58:24.585,57.945,0.549,-0.061,0.244
1730980704590,2024-11-07T12:58:24.590,57.950,0.549,-0.183,0.366
1730980704595,2024-11-07T12:58:24.595,57.955,0.610,-0.183,0.305
1730980704600,2024-11-07T12:58:24.600,57.960,0.793,-0.122,0.305
1730980704605,2024-11-07T12:58:24.605,57.965,0.610,-0.122,0.244
1730980704610,2024-11-07T12:58:24.610,57.970,0.732,-0.122,0.183
1730980704615,2024-11-07T12:58:24.615,57.975,0.610,-0.183,0.122
1730980704620,2024-11-07T12:58:24.620,57.980,0.610,-0.183,0.244
1730980704625,2024-11-07T12:58:24.625,57.985,0.488,-0.122,0.122
1730980704630,2024-11-07T12:58:24.630,57.990,0.610,-0.122,0.183
1730980704635,2024-11-07T12:58:24.635,57.995,0.671,-0.244,0.183
1730980704640,2024-11-07T12:58:24.640,58.000,0.671,-0.244,0.183
1730980704645,2024-11-07T12:58:24.645,58.005,0.549,-0.122,0.122
1730980704650,2024-11-07T12:58:24.650,58.010,0.427,-0.122,0.183
1730980704655,2024-11-07T12:58:24.655,58.015,0.610,-0.183,0.244
1730980704660,2024-11-07T12:58:24.660,58.020,0.549,-0.122,0.244
1730980704665,2024-11-07T12:58:24.665,58.025,0.549,-0.244,0.244
1730980704670,2024-11-07T12:58:24.670,58.030,0.549,-0.244,0.244
1730980704675,2024-11-07T12:58:24.675,58.035,0.671,-0.122,0.244
1730980704680,2024-11-07T12:58:24.680,58.040,0.610,0.061,0.244
1730980704685,2024-11-07T12:58:24.685,58.045,0.732,-0.122,0.305
1730980704690,2024-11-07T12:58:24.690,58.050,0.671,-0.122,0.305
1730980704695,2024-11-07T12:58:24.695,58.055,0.610,-0.061,0.244
1730980704700,2024-11-07T12:58:24.700,58.060,0.610,0.000,0.183
1730980704705,2024-11-07T12:58:24.705,58.065,0.671,0.000,0.122
1730980704710,2024-11-07T12:58:24.710,58.070,0.549,-0.122,0.244
1730980704715,2024-11-07T12:58:24.715,58.075,0.427,-0.183,0.244
1730980704720,2024-11-07T12:58:24.720,58.080,0.793,-0.183,0.244
1730980704725,2024-11-07T12:58:24.725,58.085,0.732,-0.122,0.244
1730980704730,2024-11-07T12:58:24.730,58.090,0.488,-0.061,0.244
1730980704735,2024-11-07T12:58:24.735,58.095,0.610,-0.122,0.183
1730980704740,2024-11-07T12:58:24.740,58.100,0.549,-0.061,0.366
1730980704745,2024-11-07T12:58:24.745,58.105,0.793,0.000,0.183
1730980704750,2024-11-07T12:58:24.750,58.110,0.671,-0.061,0.305
1730980704755,2024-11-07T12:58:24.755,58.115,0.610,-0.061,0.366
1730980704760,2024-11-07T12:58:24.760,58.120,0.610,-0.061,0.183
1730980704765,2024-11-07T12:58:24.765,58.125,0.610,-0.122,0.366
1730980704770,2024-11-07T12:58:24.770,58.130,0.610,-0.183,0.244
1730980704775,2024-11-07T12:58:24.775,58.135,0.488,-0.122,0.305
1730980704780,2024-11-07T12:58:24.780,58.140,0.549,-0.061,0.305
1730980704785,2024-11-07T12:58:24.785,58.145,0.549,-0.061,0.305
1730980704790,2024-11-07T12:58:24.790,58.150,0.488,-0.122,0.305
1730980704795,2024-11-07T12:58:24.795,58.155,0.488,-0.122,0.244
1730980704800,2024-11-07T12:58:24.800,58.160,0.549,-0.183,0.244
1730980704805,2024-11-07T12:58:24.805,58.165,0.610,-0.122,0.244
1730980704810,2024-11-07T12:58:24.810,58.170,0.549,-0.122,0.244
1730980704815,2024-11-07T12:58:24.815,58.175,0.671,-0.305,0.061
1730980704820,2024-11-07T12:58:24.820,58.180,0.549,-0.244,0.183
1730980704825,2024-11-07T12:58:24.825,58.185,0.549,-0.183,0.305
1730980704830,2024-11-07T12:58:24.830,58.190,0.427,-0.122,0.305
1730980704835,2024-11-07T12:58:24.835,58.195,0.488,-0.061,0.244
1730980704840,2024-11-07T12:58:24.840,58.200,0.610,0.000,0.244
1730980704845,2024-11-07T12:58:24.845,58.205,0.549,-0.061,0.244
1730980704850,2024-11-07T12:58:24.850,58.210,0.488,-0.061,0.366
1730980704855,2024-11-07T12:58:24.855,58.215,0.610,-0.122,0.305
1730980704860,2024-11-07T12:58:24.860,58.220,0.610,-0.183,0.122
1730980704865,2024-11-07T12:58:24.865,58.225,0.610,-0.122,0.183
1730980704870,2024-11-07T12:58:24.870,58.230,0.671,-0.122,0.183
1730980704875,2024-11-07T12:58:24.875,58.235,0.610,-0.183,0.183
1730980704880,2024-11-07T12:58:24.880,58.240,0.549,-0.244,0.122
1730980704885,2024-11-07T12:58:24.885,58.245,0.610,-0.244,0.183
1730980704890,2024-11-07T12:58:24.890,58.250,0.610,-0.244,0.244
1730980704895,2024-11-07T12:58:24.895,58.255,0.549,-0.183,0.244
1730980704900,2024-11-07T12:58:24.900,58.260,0.549,-0.244,0.183
1730980704905,2024-11-07T12:58:24.905,58.265,0.610,-0.061,0.183
1730980704910,2024-11-07T12:58:24.910,58.270,0.671,-0.061,0.244
1730980704915,2024-11-07T12:58:24.915,58.275,0.610,-0.122,0.122
1730980704920,2024-11-07T12:58:24.920,58.280,0.610,-0.183,0.183
1730980704925,2024-11-07T12:58:24.925,58.285,0.549,-0.061,0.183
1730980704930,2024-11-07T12:58:24.930,58.290,0.610,-0.061,0.183
1730980704935,2024-11-07T12:58:24.935,58.295,0.671,-0.122,0.183
1730980704940,2024-11-07T12:58:24.940,58.300,0.549,-0.122,0.183
1730980704945,2024-11-07T12:58:24.945,58.305,0.671,-0.122,0.244
1730980704950,2024-11-07T12:58:24.950,58.310,0.610,-0.122,0.122
1730980704955,2024-11-07T12:58:24.955,58.315,0.671,-0.244,0.244
1730980704960,2024-11-07T12:58:24.960,58.320,0.549,-0.183,0.183
1730980704965,2024-11-07T12:58:24.965,58.325,0.610,-0.061,0.183
1730980704970,2024-11-07T12:58:24.970,58.330,0.488,-0.061,0.183
1730980704975,2024-11-07T12:58:24.975,58.335,0.549,-0.122,0.183
1730980704980,2024-11-07T12:58:24.980,58.340,0.671,-0.122,0.183
1730980704985,2024-11-07T12:58:24.985,58.345,0.549,-0.183,0.305
1730980704990,2024-11-07T12:58:24.990,58.350,0.549,-0.122,0.244
1730980704995,2024-11-07T12:58:24.995,58.355,0.488,-0.122,0.305
1730980705000,2024-11-07T12:58:25.000,58.360,0.671,-0.061,0.183
1730980705005,2024-11-07T12:58:25.005,58.365,0.732,-0.061,0.244
1730980705010,2024-11-07T12:58:25.010,58.370,0.549,-0.061,0.183
1730980705015,2024-11-07T12:58:25.015,58.375,0.488,0.000,0.244
1730980705020,2024-11-07T12:58:25.020,58.380,0.610,-0.061,0.244
1730980705025,2024-11-07T12:58:25.025,58.385,0.610,-0.122,0.244
1730980705030,2024-11-07T12:58:25.030,58.390,0.610,-0.122,0.305
1730980705035,2024-11-07T12:58:25.035,58.395,0.549,-0.122,0.244
1730980705040,2024-11-07T12:58:25.040,58.400,0.549,-0.061,0.183
1730980705045,2024-11-07T12:58:25.045,58.405,0.732,-0.122,0.244
1730980705050,2024-11-07T12:58:25.050,58.410,0.671,-0.183,0.244
1730980705055,2024-11-07T12:58:25.055,58.415,0.610,-0.183,0.183
1730980705060,2024-11-07T12:58:25.060,58.420,0.671,-0.061,0.183
1730980705065,2024-11-07T12:58:25.065,58.425,0.610,-0.061,0.244
1730980705070,2024-11-07T12:58:25.070,58.430,0.549,-0.122,0.244
1730980705075,2024-11-07T12:58:25.075,58.435,0.671,-0.122,0.244
1730980705080,2024-11-07T12:58:25.080,58.440,0.488,-0.183,0.122
1730980705085,2024-11-07T12:58:25.085,58.445,0.549,-0.122,0.244
1730980705090,2024-11-07T12:58:25.090,58.450,0.610,-0.061,0.305
1730980705095,2024-11-07T12:58:25.095,58.455,0.732,-0.061,0.305
1730980705100,2024-11-07T12:58:25.100,58.460,0.610,-0.061,0.244
1730980705105,2024-11-07T12:58:25.105,58.465,0.549,-0.244,0.183
1730980705110,2024-11-07T12:58:25.110,58.470,0.610,-0.122,0.244
1730980705115,2024-11-07T12:58:25.115,58.475,0.671,-0.122,0.183
1730980705120,2024-11-07T12:58:25.120,58.480,0.549,-0.183,0.183
1730980705125,2024-11-07T12:58:25.125,58.485,0.610,-0.183,0.122
1730980705130,2024-11-07T12:58:25.130,58.490,0.793,-0.122,0.244
1730980705135,2024-11-07T12:58:25.135,58.495,0.732,-0.183,0.305
1730980705140,2024-11-07T12:58:25.140,58.500,0.671,-0.122,0.183
1730980705145,2024-11-07T12:58:25.145,58.505,0.610,-0.061,0.244
1730980705150,2024-11-07T12:58:25.150,58.510,0.671,-0.183,0.122
1730980705155,2024-11-07T12:58:25.155,58.515,0.610,-0.183,0.183
1730980705160,2024-11-07T12:58:25.160,58.520,0.671,-0.061,0.305
1730980705165,2024-11-07T12:58:25.165,58.525,0.610,-0.183,0.305
1730980705170,2024-11-07T12:58:25.170,58.530,0.488,-0.122,0.244
1730980705175,2024-11-07T12:58:25.175,58.535,0.610,-0.244,0.305
1730980705180,2024-11-07T12:58:25.180,58.540,0.549,-0.183,0.183
1730980705185,2024-11-07T12:58:25.185,58.545,0.549,-0.122,0.366
1730980705190,2024-11-07T12:58:25.190,58.550,0.549,-0.061,0.366
1730980705195,2024-11-07T12:58:25.195,58.555,0.549,-0.061,0.183
1730980705200,2024-11-07T12:58:25.200,58.560,0.610,-0.183,0.244
1730980705205,2024-11-07T12:58:25.205,58.565,0.610,-0.183,0.183
1730980705210,2024-11-07T12:58:25.210,58.570,0.732,-0.122,0.183
1730980705215,2024-11-07T12:58:25.215,58.575,0.610,-0.183,0.183
1730980705220,2024-11-07T12:58:25.220,58.580,0.549,-0.061,0.244
1730980705225,2024-11-07T12:58:25.225,58.585,0.671,-0.183,0.427
1730980705230,2024-11-07T12:58:25.230,58.590,0.732,-0.183,0.244
1730980705235,2024-11-07T12:58:25.235,58.595,0.549,-0.183,0.305
1730980705240,2024-11-07T12:58:25.240,58.600,0.488,-0.244,0.305
1730980705245,2024-11-07T12:58:25.245,58.605,0.671,-0.183,0.183
1730980705250,2024-11-07T12:58:25.250,58.610,0.732,-0.122,0.244
1730980705255,2024-11-07T12:58:25.255,58.615,0.610,-0.122,0.244
1730980705260,2024-11-07T12:58:25.260,58.620,0.549,-0.122,0.305
1730980705265,2024-11-07T12:58:25.265,58.625,0.427,-0.061,0.183
1730980705270,2024-11-07T12:58:25.270,58.630,0.671,-0.183,0.244
1730980705275,2024-11-07T12:58:25.275,58.635,0.671,-0.183,0.244
1730980705280,2024-11-07T12:58:25.280,58.640,0.549,-0.183,0.183
1730980705285,2024-11-07T12:58:25.285,58.645,0.488,-0.122,0.183
1730980705290,2024-11-07T12:58:25.290,58.650,0.732,-0.183,0.366
1730980705295,2024-11-07T12:58:25.295,58.655,0.732,-0.183,0.061
1730980705300,2024-11-07T12:58:25.300,58.660,0.610,-0.122,0.183
1730980705305,2024-11-07T12:58:25.305,58.665,0.610,-0.122,0.183
1730980705310,2024-11-07T12:58:25.310,58.670,0.610,-0.244,0.244
1730980705315,2024-11-07T12:58:25.315,58.675,0.732,-0.183,0.183
1730980705320,2024-11-07T12:58:25.320,58.680,0.671,-0.183,0.183
1730980705325,2024-11-07T12:58:25.325,58.685,0.671,-0.122,0.366
1730980705330,2024-11-07T12:58:25.330,58.690,0.610,-0.183,0.305
1730980705335,2024-11-07T12:58:25.335,58.695,0.549,-0.183,0.305
1730980705340,2024-11-07T12:58:25.340,58.700,0.610,-0.183,0.305
1730980705345,2024-11-07T12:58:25.345,58.705,0.549,-0.122,0.244
1730980705350,2024-11-07T12:58:25.350,58.710,0.610,-0.122,0.183
1730980705355,2024-11-07T12:58:25.355,58.715,0.549,-0.061,0.183
1730980705360,2024-11-07T12:58:25.360,58.720,0.488,-0.122,0.305
1730980705365,2024-11-07T12:58:25.365,58.725,0.671,-0.183,0.244
1730980705370,2024-11-07T12:58:25.370,58.730,0.732,-0.061,0.183
1730980705375,2024-11-07T12:58:25.375,58.735,0.671,-0.061,0.122
1730980705380,2024-11-07T12:58:25.380,58.740,0.610,-0.183,0.244
1730980705385,2024-11-07T12:58:25.385,58.745,0.488,-0.183,0.122
1730980705390,2024-11-07T12:58:25.390,58.750,0.610,-0.183,0.244
1730980705395,2024-11-07T12:58:25.395,58.755,0.610,-0.061,0.244
1730980705400,2024-11-07T12:58:25.400,58.760,0.488,-0.122,0.122
1730980705405,2024-11-07T12:58:25.405,58.765,0.549,-0.122,0.244
1730980705410,2024-11-07T12:58:25.410,58.770,0.488,-0.183,0.305
1730980705415,2024-11-07T12:58:25.415,58.775,0.549,-0.122,0.183
1730980705420,2024-11-07T12:58:25.420,58.780,0.732,-0.122,0.183
1730980705425,2024-11-07T12:58:25.425,58.785,0.488,-0.061,0.183
1730980705430,2024-11-07T12:58:25.430,58.790,0.610,-0.183,0.183
1730980705435,2024-11-07T12:58:25.435,58.795,0.793,-0.122,0.183
1730980705440,2024-11-07T12:58:25.440,58.800,0.549,-0.122,0.305
1730980705445,2024-11-07T12:58:25.445,58.805,0.732,-0.183,0.305
1730980705450,2024-11-07T12:58:25.450,58.810,0.549,-0.244,0.305
1730980705455,2024-11-07T12:58:25.455,58.815,0.549,-0.183,0.305
1730980705460,2024-11-07T12:58:25.460,58.820,0.549,-0.122,0.244
1730980705465,2024-11-07T12:58:25.465,58.825,0.549,-0.122,0.183
1730980705470,2024-11-07T12:58:25.470,58.830,0.549,-0.122,0.244
1730980705475,2024-11-07T12:58:25.475,58.835,0.610,-0.061,0.244
1730980705480,2024-11-07T12:58:25.480,58.840,0.488,-0.122,0.183
1730980705485,2024-11-07T12:58:25.485,58.845,0.610,-0.183,0.183
1730980705490,2024-11-07T12:58:25.490,58.850,0.488,0.061,0.183
1730980705495,2024-11-07T12:58:25.495,58.855,0.549,-0.061,0.122
