epoch (ms),time (01:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1730980858327,2024-11-07T13:00:58.327,7.870,1.021,0.419,27.824
1730980858332,2024-11-07T13:00:58.332,7.875,0.511,-1.082,29.550
1730980858337,2024-11-07T13:00:58.337,7.880,-0.393,-0.941,29.741
1730980858342,2024-11-07T13:00:58.342,7.885,-1.677,-1.399,27.260
1730980858347,2024-11-07T13:00:58.347,7.890,0.808,0.164,25.442
1730980858352,2024-11-07T13:00:58.352,7.895,1.650,1.239,25.907
1730980858357,2024-11-07T13:00:58.357,7.900,-0.213,-1.616,26.269
1730980858362,2024-11-07T13:00:58.362,7.905,-0.286,-1.322,25.469
1730980858367,2024-11-07T13:00:58.367,7.910,1.928,0.598,25.499
1730980858372,2024-11-07T13:00:58.372,7.915,1.109,-1.387,23.826
1730980858377,2024-11-07T13:00:58.377,7.920,1.944,0.255,22.279
1730980858382,2024-11-07T13:00:58.382,7.925,2.572,0.690,21.871
1730980858387,2024-11-07T13:00:58.387,7.930,2.893,0.362,24.634
1730980858392,2024-11-07T13:00:58.392,7.935,2.569,0.194,29.322
1730980858397,2024-11-07T13:00:58.397,7.940,-2.123,-3.929,27.645
1730980858402,2024-11-07T13:00:58.402,7.945,0.606,-0.137,26.650
1730980858407,2024-11-07T13:00:58.407,7.950,2.782,3.026,28.666
1730980858412,2024-11-07T13:00:58.412,7.955,-2.412,-3.418,27.877
1730980858417,2024-11-07T13:00:58.417,7.960,-0.206,-2.393,27.248
1730980858422,2024-11-07T13:00:58.422,7.965,3.544,2.763,27.431
1730980858427,2024-11-07T13:00:58.427,7.970,0.454,-1.185,26.898
1730980858432,2024-11-07T13:00:58.432,7.975,-1.178,-2.633,25.149
1730980858437,2024-11-07T13:00:58.437,7.980,1.212,0.095,22.538
1730980858442,2024-11-07T13:00:58.442,7.985,2.447,0.976,21.151
1730980858447,2024-11-07T13:00:58.447,7.990,0.655,-0.514,20.835
1730980858452,2024-11-07T13:00:58.452,7.995,-1.101,-1.860,18.636
1730980858457,2024-11-07T13:00:58.457,8.000,1.582,0.385,17.679
1730980858462,2024-11-07T13:00:58.462,8.005,2.439,1.269,17.630
1730980858467,2024-11-07T13:00:58.467,8.010,-0.297,-1.643,16.349
1730980858472,2024-11-07T13:00:58.472,8.015,-0.160,-1.208,15.008
1730980858477,2024-11-07T13:00:58.477,8.020,1.955,0.781,14.284
1730980858482,2024-11-07T13:00:58.482,8.025,2.107,0.667,15.640
1730980858487,2024-11-07T13:00:58.487,8.030,0.038,-1.364,16.349
1730980858492,2024-11-07T13:00:58.492,8.035,0.335,-0.518,16.856
1730980858497,2024-11-07T13:00:58.497,8.040,1.707,0.671,17.694
1730980858502,2024-11-07T13:00:58.502,8.045,1.159,-0.232,19.131
1730980858507,2024-11-07T13:00:58.507,8.050,-0.328,-2.241,18.834
1730980858512,2024-11-07T13:00:58.512,8.055,1.349,0.503,19.253
1730980858517,2024-11-07T13:00:58.517,8.060,2.671,1.147,21.829
1730980858522,2024-11-07T13:00:58.522,8.065,-1.006,-3.007,22.866
1730980858527,2024-11-07T13:00:58.527,8.070,1.269,-0.457,24.127
1730980858532,2024-11-07T13:00:58.532,8.075,2.927,1.444,26.139
1730980858537,2024-11-07T13:00:58.537,8.080,-1.841,-2.546,25.709
1730980858542,2024-11-07T13:00:58.542,8.085,-0.907,-1.677,24.512
1730980858547,2024-11-07T13:00:58.547,8.090,0.705,1.970,24.261
1730980858552,2024-11-07T13:00:58.552,8.095,-0.476,-0.343,25.011
1730980858557,2024-11-07T13:00:58.557,8.100,-0.854,-2.630,25.183
1730980858562,2024-11-07T13:00:58.562,8.105,0.396,-0.339,24.341
1730980858567,2024-11-07T13:00:58.567,8.110,0.103,-0.808,20.941
1730980858572,2024-11-07T13:00:58.572,8.115,0.160,-0.351,17.447
1730980858577,2024-11-07T13:00:58.577,8.120,0.591,0.316,14.844
1730980858582,2024-11-07T13:00:58.582,8.125,0.713,0.263,13.780
1730980858587,2024-11-07T13:00:58.587,8.130,0.404,-0.187,14.211
1730980858592,2024-11-07T13:00:58.592,8.135,-0.766,-0.934,14.379
1730980858597,2024-11-07T13:00:58.597,8.140,-0.953,-1.162,12.409
1730980858602,2024-11-07T13:00:58.602,8.145,1.132,1.757,12.412
1730980858607,2024-11-07T13:00:58.607,8.150,-0.488,-0.427,13.247
1730980858612,2024-11-07T13:00:58.612,8.155,-2.679,-2.847,11.734
1730980858617,2024-11-07T13:00:58.617,8.160,1.928,1.601,11.768
1730980858622,2024-11-07T13:00:58.622,8.165,2.237,2.203,13.727
1730980858627,2024-11-07T13:00:58.627,8.170,-2.165,-3.136,14.219
1730980858632,2024-11-07T13:00:58.632,8.175,-0.354,-1.174,14.604
1730980858637,2024-11-07T13:00:58.637,8.180,1.429,1.258,14.893
1730980858642,2024-11-07T13:00:58.642,8.185,-1.589,-1.319,14.527
1730980858647,2024-11-07T13:00:58.647,8.190,-1.669,-1.189,14.661
1730980858652,2024-11-07T13:00:58.652,8.195,0.713,0.091,14.524
1730980858657,2024-11-07T13:00:58.657,8.200,0.614,-0.080,13.910
1730980858662,2024-11-07T13:00:58.662,8.205,-0.114,-0.373,13.853
1730980858667,2024-11-07T13:00:58.667,8.210,-0.297,-1.021,13.064
1730980858672,2024-11-07T13:00:58.672,8.215,0.857,0.122,11.966
1730980858677,2024-11-07T13:00:58.677,8.220,0.960,0.450,11.284
1730980858682,2024-11-07T13:00:58.682,8.225,-0.351,-1.025,10.156
1730980858687,2024-11-07T13:00:58.687,8.230,0.301,-0.351,9.238
1730980858692,2024-11-07T13:00:58.692,8.235,0.606,0.019,7.523
1730980858697,2024-11-07T13:00:58.697,8.240,0.560,-0.194,6.277
1730980858702,2024-11-07T13:00:58.702,8.245,0.671,-0.446,5.168
1730980858707,2024-11-07T13:00:58.707,8.250,1.368,-0.126,4.089
1730980858712,2024-11-07T13:00:58.712,8.255,1.696,0.206,3.708
1730980858717,2024-11-07T13:00:58.717,8.260,0.949,-0.621,3.815
1730980858722,2024-11-07T13:00:58.722,8.265,1.002,-0.297,5.191
1730980858727,2024-11-07T13:00:58.727,8.270,1.330,0.114,8.072
1730980858732,2024-11-07T13:00:58.732,8.275,1.025,-0.156,11.578
1730980858737,2024-11-07T13:00:58.737,8.280,0.648,-0.396,13.750
1730980858742,2024-11-07T13:00:58.742,8.285,0.286,-0.393,14.600
1730980858747,2024-11-07T13:00:58.747,8.290,0.316,-0.602,16.021
1730980858752,2024-11-07T13:00:58.752,8.295,0.934,0.370,17.988
1730980858757,2024-11-07T13:00:58.757,8.300,0.469,-0.819,19.718
1730980858762,2024-11-07T13:00:58.762,8.305,0.926,0.175,22.611
1730980858767,2024-11-07T13:00:58.767,8.310,-0.328,-0.309,26.018
1730980858772,2024-11-07T13:00:58.772,8.315,-3.445,-5.088,24.447
1730980858777,2024-11-07T13:00:58.777,8.320,0.777,0.130,23.438
1730980858782,2024-11-07T13:00:58.782,8.325,3.845,4.329,25.583
1730980858787,2024-11-07T13:00:58.787,8.330,-0.785,-1.890,28.380
1730980858792,2024-11-07T13:00:58.792,8.335,-1.864,-3.171,30.583
1730980858797,2024-11-07T13:00:58.797,8.340,1.010,0.152,31.482
1730980858802,2024-11-07T13:00:58.802,8.345,1.662,-0.320,31.730
1730980858807,2024-11-07T13:00:58.807,8.350,1.406,1.273,34.855
1730980858812,2024-11-07T13:00:58.812,8.355,-1.269,-0.979,37.809
1730980858817,2024-11-07T13:00:58.817,8.360,-2.717,-3.624,39.074
1730980858822,2024-11-07T13:00:58.822,8.365,1.890,0.427,40.328
1730980858827,2024-11-07T13:00:58.827,8.370,1.353,0.095,38.982
1730980858832,2024-11-07T13:00:58.832,8.375,0.042,-0.880,39.345
1730980858837,2024-11-07T13:00:58.837,8.380,0.816,-1.582,39.527
1730980858842,2024-11-07T13:00:58.842,8.385,1.235,-0.042,38.815
1730980858847,2024-11-07T13:00:58.847,8.390,1.845,0.880,40.713
1730980858852,2024-11-07T13:00:58.852,8.395,-0.286,-3.300,41.200
1730980858857,2024-11-07T13:00:58.857,8.400,0.107,-2.100,40.187
1730980858862,2024-11-07T13:00:58.862,8.405,1.841,0.366,38.662
1730980858867,2024-11-07T13:00:58.867,8.410,2.058,0.431,38.098
1730980858872,2024-11-07T13:00:58.872,8.415,0.694,-0.583,38.037
1730980858877,2024-11-07T13:00:58.877,8.420,-0.869,-2.923,36.338
1730980858882,2024-11-07T13:00:58.882,8.425,0.046,-0.957,33.518
1730980858887,2024-11-07T13:00:58.887,8.430,2.893,2.020,32.664
1730980858892,2024-11-07T13:00:58.892,8.435,-0.133,-1.048,31.521
1730980858897,2024-11-07T13:00:58.897,8.440,-1.989,-3.045,28.720
1730980858902,2024-11-07T13:00:58.902,8.445,0.987,0.164,25.796
1730980858907,2024-11-07T13:00:58.907,8.450,2.793,1.986,24.390
1730980858912,2024-11-07T13:00:58.912,8.455,0.183,-1.090,23.068
1730980858917,2024-11-07T13:00:58.917,8.460,-0.633,-1.845,21.738
1730980858922,2024-11-07T13:00:58.922,8.465,1.814,1.048,21.086
1730980858927,2024-11-07T13:00:58.927,8.470,1.425,0.842,21.128
1730980858932,2024-11-07T13:00:58.932,8.475,-0.210,-0.987,23.266
1730980858937,2024-11-07T13:00:58.937,8.480,0.084,-0.854,23.921
1730980858942,2024-11-07T13:00:58.942,8.485,0.069,-0.671,23.438
1730980858947,2024-11-07T13:00:58.947,8.490,0.938,-0.171,23.422
1730980858952,2024-11-07T13:00:58.952,8.495,1.486,0.252,25.038
1730980858957,2024-11-07T13:00:58.957,8.500,0.438,-0.633,25.777
1730980858962,2024-11-07T13:00:58.962,8.505,-0.282,-1.559,25.019
1730980858967,2024-11-07T13:00:58.967,8.510,0.949,-0.088,25.183
1730980858972,2024-11-07T13:00:58.972,8.515,0.518,-0.686,24.947
1730980858977,2024-11-07T13:00:58.977,8.520,0.362,-1.082,24.234
1730980858982,2024-11-07T13:00:58.982,8.525,0.808,0.267,24.379
1730980858987,2024-11-07T13:00:58.987,8.530,-0.271,-1.139,23.022
1730980858992,2024-11-07T13:00:58.992,8.535,0.865,0.274,22.908
1730980858997,2024-11-07T13:00:58.997,8.540,1.105,0.293,23.632
1730980859002,2024-11-07T13:00:59.002,8.545,-1.120,-1.902,23.304
1730980859007,2024-11-07T13:00:59.007,8.550,0.252,-0.617,21.006
1730980859012,2024-11-07T13:00:59.012,8.555,2.912,1.982,19.684
1730980859017,2024-11-07T13:00:59.017,8.560,-0.320,-1.098,17.813
1730980859022,2024-11-07T13:00:59.022,8.565,-0.659,-1.898,16.452
1730980859027,2024-11-07T13:00:59.027,8.570,1.883,1.090,15.739
1730980859032,2024-11-07T13:00:59.032,8.575,0.915,0.255,15.217
1730980859037,2024-11-07T13:00:59.037,8.580,-0.579,-1.639,14.234
1730980859042,2024-11-07T13:00:59.042,8.585,1.063,0.457,13.563
1730980859047,2024-11-07T13:00:59.047,8.590,0.888,0.290,13.308
1730980859052,2024-11-07T13:00:59.052,8.595,-1.044,-1.875,11.989
1730980859057,2024-11-07T13:00:59.057,8.600,0.728,0.122,10.743
1730980859062,2024-11-07T13:00:59.062,8.605,1.025,0.484,9.131
1730980859067,2024-11-07T13:00:59.067,8.610,0.152,-0.400,8.053
1730980859072,2024-11-07T13:00:59.072,8.615,-0.053,-0.835,6.425
1730980859077,2024-11-07T13:00:59.077,8.620,0.774,-0.038,4.108
1730980859082,2024-11-07T13:00:59.082,8.625,0.972,0.263,1.997
1730980859087,2024-11-07T13:00:59.087,8.630,0.915,-0.118,0.598
1730980859092,2024-11-07T13:00:59.092,8.635,1.170,0.358,0.252
1730980859097,2024-11-07T13:00:59.097,8.640,0.720,-0.130,0.366
1730980859102,2024-11-07T13:00:59.102,8.645,0.454,-0.377,0.252
1730980859107,2024-11-07T13:00:59.107,8.650,0.823,-0.015,0.225
1730980859112,2024-11-07T13:00:59.112,8.655,0.850,-0.171,0.255
1730980859117,2024-11-07T13:00:59.117,8.660,0.633,-0.423,0.198
1730980859122,2024-11-07T13:00:59.122,8.665,0.960,-0.130,0.168
1730980859127,2024-11-07T13:00:59.127,8.670,0.835,-0.126,0.229
1730980859132,2024-11-07T13:00:59.132,8.675,0.473,-0.293,0.301
1730980859137,2024-11-07T13:00:59.137,8.680,0.682,-0.213,0.232
1730980859142,2024-11-07T13:00:59.142,8.685,0.823,-0.080,0.217
1730980859147,2024-11-07T13:00:59.147,8.690,0.705,-0.217,0.236
1730980859152,2024-11-07T13:00:59.152,8.695,0.755,-0.213,0.152
1730980859157,2024-11-07T13:00:59.157,8.700,0.777,-0.187,0.267
1730980859162,2024-11-07T13:00:59.162,8.705,0.804,-0.191,0.248
1730980859167,2024-11-07T13:00:59.167,8.710,0.789,-0.175,0.191
1730980859172,2024-11-07T13:00:59.172,8.715,0.747,-0.130,0.232
1730980859177,2024-11-07T13:00:59.177,8.720,0.697,-0.179,0.232
1730980859182,2024-11-07T13:00:59.182,8.725,0.511,-0.187,0.271
1730980859187,2024-11-07T13:00:59.187,8.730,0.545,-0.160,0.198
1730980859192,2024-11-07T13:00:59.192,8.735,0.621,-0.095,0.099
1730980859197,2024-11-07T13:00:59.197,8.740,0.633,-0.133,0.236
1730980859202,2024-11-07T13:00:59.202,8.745,0.473,0.011,0.286
1730980859207,2024-11-07T13:00:59.207,8.750,0.575,-0.130,0.274
1730980859212,2024-11-07T13:00:59.212,8.755,0.678,-0.183,0.290
1730980859217,2024-11-07T13:00:59.217,8.760,0.514,-0.072,0.267
1730980859222,2024-11-07T13:00:59.222,8.765,0.579,-0.194,0.232
1730980859227,2024-11-07T13:00:59.227,8.770,0.633,-0.152,0.175
1730980859232,2024-11-07T13:00:59.232,8.775,0.682,-0.171,0.168
1730980859237,2024-11-07T13:00:59.237,8.780,0.796,-0.171,0.255
1730980859242,2024-11-07T13:00:59.242,8.785,0.713,-0.168,0.160
1730980859247,2024-11-07T13:00:59.247,8.790,0.907,-0.213,0.240
1730980859252,2024-11-07T13:00:59.252,8.795,0.922,-0.343,0.259
1730980859257,2024-11-07T13:00:59.257,8.800,0.953,-0.309,0.198
1730980859262,2024-11-07T13:00:59.262,8.805,0.857,-0.206,0.187
1730980859267,2024-11-07T13:00:59.267,8.810,0.709,-0.191,0.313
1730980859272,2024-11-07T13:00:59.272,8.815,0.774,-0.210,0.252
1730980859277,2024-11-07T13:00:59.277,8.820,0.930,-0.027,0.267
1730980859282,2024-11-07T13:00:59.282,8.825,0.796,-0.248,0.362
1730980859287,2024-11-07T13:00:59.287,8.830,0.873,-0.229,0.293
1730980859292,2024-11-07T13:00:59.292,8.835,0.979,-0.019,0.225
1730980859297,2024-11-07T13:00:59.297,8.840,0.827,-0.244,0.255
1730980859302,2024-11-07T13:00:59.302,8.845,0.804,-0.263,0.221
1730980859307,2024-11-07T13:00:59.307,8.850,0.747,-0.160,0.229
1730980859312,2024-11-07T13:00:59.312,8.855,0.804,-0.370,0.236
1730980859317,2024-11-07T13:00:59.317,8.860,0.758,-0.206,0.347
1730980859322,2024-11-07T13:00:59.322,8.865,0.766,-0.191,0.309
1730980859327,2024-11-07T13:00:59.327,8.870,0.831,-0.221,0.236
1730980859332,2024-11-07T13:00:59.332,8.875,0.880,-0.255,0.278
1730980859337,2024-11-07T13:00:59.337,8.880,0.781,-0.305,0.351
1730980859342,2024-11-07T13:00:59.342,8.885,0.808,-0.332,0.213
1730980859347,2024-11-07T13:00:59.347,8.890,0.892,-0.339,0.156
1730980859352,2024-11-07T13:00:59.352,8.895,0.857,-0.476,0.236
1730980859357,2024-11-07T13:00:59.357,8.900,0.983,-0.366,0.232
1730980859362,2024-11-07T13:00:59.362,8.905,0.896,-0.278,0.137
1730980859367,2024-11-07T13:00:59.367,8.910,0.747,-0.320,0.130
1730980859372,2024-11-07T13:00:59.372,8.915,0.808,-0.267,0.255
1730980859377,2024-11-07T13:00:59.377,8.920,0.880,-0.232,0.255
1730980859382,2024-11-07T13:00:59.382,8.925,0.743,-0.248,0.259
1730980859387,2024-11-07T13:00:59.387,8.930,0.861,-0.210,0.232
1730980859392,2024-11-07T13:00:59.392,8.935,0.701,-0.160,0.160
1730980859397,2024-11-07T13:00:59.397,8.940,0.526,-0.244,0.152
1730980859402,2024-11-07T13:00:59.402,8.945,0.796,-0.229,0.286
1730980859407,2024-11-07T13:00:59.407,8.950,0.903,-0.320,0.362
1730980859412,2024-11-07T13:00:59.412,8.955,0.774,-0.194,0.663
1730980859417,2024-11-07T13:00:59.417,8.960,0.896,0.347,2.024
1730980859422,2024-11-07T13:00:59.422,8.965,0.964,-0.614,3.544
1730980859427,2024-11-07T13:00:59.427,8.970,-0.171,-1.448,2.569
1730980859432,2024-11-07T13:00:59.432,8.975,0.499,0.191,1.334
1730980859437,2024-11-07T13:00:59.437,8.980,2.199,0.522,1.273
1730980859442,2024-11-07T13:00:59.442,8.985,0.633,-0.328,1.444
1730980859447,2024-11-07T13:00:59.447,8.990,0.354,-0.511,1.784
1730980859452,2024-11-07T13:00:59.452,8.995,0.720,-0.244,1.921
1730980859457,2024-11-07T13:00:59.457,9.000,0.572,-0.095,1.532
1730980859462,2024-11-07T13:00:59.462,9.005,0.701,0.236,1.467
1730980859467,2024-11-07T13:00:59.467,9.010,0.796,0.221,2.496
1730980859472,2024-11-07T13:00:59.472,9.015,0.408,-0.278,3.899
1730980859477,2024-11-07T13:00:59.477,9.020,0.171,-0.869,4.527
1730980859482,2024-11-07T13:00:59.482,9.025,0.675,-0.069,4.314
1730980859487,2024-11-07T13:00:59.487,9.030,0.960,0.583,4.821
1730980859492,2024-11-07T13:00:59.492,9.035,-0.114,-0.713,5.015
1730980859497,2024-11-07T13:00:59.497,9.040,0.263,-0.484,4.947
1730980859502,2024-11-07T13:00:59.502,9.045,1.006,0.484,4.924
1730980859507,2024-11-07T13:00:59.507,9.050,0.328,-0.362,4.874
1730980859512,2024-11-07T13:00:59.512,9.055,0.328,-0.583,4.425
1730980859517,2024-11-07T13:00:59.517,9.060,1.098,0.225,4.223
1730980859522,2024-11-07T13:00:59.522,9.065,0.469,-0.225,3.861
1730980859527,2024-11-07T13:00:59.527,9.070,0.366,-0.423,3.544
1730980859532,2024-11-07T13:00:59.532,9.075,0.678,0.198,3.369
1730980859537,2024-11-07T13:00:59.537,9.080,0.560,0.152,3.655
1730980859542,2024-11-07T13:00:59.542,9.085,0.175,-0.324,4.234
1730980859547,2024-11-07T13:00:59.547,9.090,0.354,-0.339,4.405
1730980859552,2024-11-07T13:00:59.552,9.095,0.716,0.050,4.162
1730980859557,2024-11-07T13:00:59.557,9.100,0.690,-0.168,3.921
1730980859562,2024-11-07T13:00:59.562,9.105,0.564,-0.206,3.422
1730980859567,2024-11-07T13:00:59.567,9.110,0.926,0.313,4.051
1730980859572,2024-11-07T13:00:59.572,9.115,0.595,-0.118,5.351
1730980859577,2024-11-07T13:00:59.577,9.120,0.164,-0.663,6.044
1730980859582,2024-11-07T13:00:59.582,9.125,0.610,-0.259,6.052
1730980859587,2024-11-07T13:00:59.587,9.130,0.892,0.034,5.972
1730980859592,2024-11-07T13:00:59.592,9.135,0.926,-0.061,6.452
1730980859597,2024-11-07T13:00:59.597,9.140,0.377,-0.103,7.195
1730980859602,2024-11-07T13:00:59.602,9.145,0.461,-0.103,8.601
1730980859607,2024-11-07T13:00:59.607,9.150,-0.011,-0.503,9.489
1730980859612,2024-11-07T13:00:59.612,9.155,0.065,-0.774,9.287
1730980859617,2024-11-07T13:00:59.617,9.160,0.972,0.198,8.963
1730980859622,2024-11-07T13:00:59.622,9.165,0.423,-0.114,8.651
1730980859627,2024-11-07T13:00:59.627,9.170,0.339,-0.229,8.559
1730980859632,2024-11-07T13:00:59.632,9.175,0.789,0.053,8.986
1730980859637,2024-11-07T13:00:59.637,9.180,0.244,-0.598,9.051
1730980859642,2024-11-07T13:00:59.642,9.185,0.316,-0.469,8.258
1730980859647,2024-11-07T13:00:59.647,9.190,1.220,0.614,7.576
1730980859652,2024-11-07T13:00:59.652,9.195,0.438,0.065,7.367
1730980859657,2024-11-07T13:00:59.657,9.200,0.396,0.114,8.148
1730980859662,2024-11-07T13:00:59.662,9.205,0.682,0.720,10.053
1730980859667,2024-11-07T13:00:59.667,9.210,-0.053,-0.271,11.886
1730980859672,2024-11-07T13:00:59.672,9.215,-0.149,-0.457,13.308
1730980859677,2024-11-07T13:00:59.677,9.220,0.896,0.575,15.412
1730980859682,2024-11-07T13:00:59.682,9.225,0.130,-0.636,17.229
1730980859687,2024-11-07T13:00:59.687,9.230,-0.038,-0.781,18.594
1730980859692,2024-11-07T13:00:59.692,9.235,0.579,0.141,20.004
1730980859697,2024-11-07T13:00:59.697,9.240,0.781,-0.305,22.066
1730980859702,2024-11-07T13:00:59.702,9.245,-0.488,-1.399,23.289
1730980859707,2024-11-07T13:00:59.707,9.250,-1.357,-2.489,20.282
1730980859712,2024-11-07T13:00:59.712,9.255,1.292,0.434,16.353
1730980859717,2024-11-07T13:00:59.717,9.260,2.603,1.883,14.695
1730980859722,2024-11-07T13:00:59.722,9.265,0.217,-0.724,14.234
1730980859727,2024-11-07T13:00:59.727,9.270,-0.370,-0.972,14.196
1730980859732,2024-11-07T13:00:59.732,9.275,1.166,0.648,14.177
1730980859737,2024-11-07T13:00:59.737,9.280,0.377,-0.030,14.444
1730980859742,2024-11-07T13:00:59.742,9.285,-0.545,-1.227,13.841
1730980859747,2024-11-07T13:00:59.747,9.290,0.987,0.255,13.117
1730980859752,2024-11-07T13:00:59.752,9.295,1.509,1.056,13.704
1730980859757,2024-11-07T13:00:59.757,9.300,-0.050,-0.854,14.695
1730980859762,2024-11-07T13:00:59.762,9.305,-0.244,-1.037,14.619
1730980859767,2024-11-07T13:00:59.767,9.310,1.235,0.850,14.981
1730980859772,2024-11-07T13:00:59.772,9.315,0.114,-0.293,15.316
1730980859777,2024-11-07T13:00:59.777,9.320,-1.147,-2.321,12.873
1730980859782,2024-11-07T13:00:59.782,9.325,1.139,0.408,10.008
1730980859787,2024-11-07T13:00:59.787,9.330,1.864,1.532,8.274
1730980859792,2024-11-07T13:00:59.792,9.335,0.114,-0.534,7.904
1730980859797,2024-11-07T13:00:59.797,9.340,0.381,-0.141,8.453
1730980859802,2024-11-07T13:00:59.802,9.345,0.827,0.469,9.196
1730980859807,2024-11-07T13:00:59.807,9.350,0.404,-0.210,10.556
1730980859812,2024-11-07T13:00:59.812,9.355,0.034,-0.614,11.555
1730980859817,2024-11-07T13:00:59.817,9.360,-0.122,-0.941,10.979
1730980859822,2024-11-07T13:00:59.822,9.365,0.907,0.206,10.084
1730980859827,2024-11-07T13:00:59.827,9.370,0.915,0.549,10.373
1730980859832,2024-11-07T13:00:59.832,9.375,0.286,-0.476,11.372
1730980859837,2024-11-07T13:00:59.837,9.380,0.050,-0.488,12.188
1730980859842,2024-11-07T13:00:59.842,9.385,0.575,-0.286,11.959
1730980859847,2024-11-07T13:00:59.847,9.390,0.915,0.457,12.188
1730980859852,2024-11-07T13:00:59.852,9.395,0.255,-0.511,12.424
1730980859857,2024-11-07T13:00:59.857,9.400,-0.065,-0.655,11.925
1730980859862,2024-11-07T13:00:59.862,9.405,0.796,0.366,11.387
1730980859867,2024-11-07T13:00:59.867,9.410,1.002,0.278,11.505
1730980859872,2024-11-07T13:00:59.872,9.415,0.351,-0.221,12.580
1730980859877,2024-11-07T13:00:59.877,9.420,0.621,-0.030,14.851
1730980859882,2024-11-07T13:00:59.882,9.425,-0.427,-1.273,15.450
1730980859887,2024-11-07T13:00:59.887,9.430,0.393,-0.747,14.726
1730980859892,2024-11-07T13:00:59.892,9.435,1.810,1.025,14.897
1730980859897,2024-11-07T13:00:59.897,9.440,0.408,-0.549,15.400
1730980859902,2024-11-07T13:00:59.902,9.445,0.671,-0.598,17.127
1730980859907,2024-11-07T13:00:59.907,9.450,1.235,0.130,19.699
1730980859912,2024-11-07T13:00:59.912,9.455,-0.271,-1.505,21.086
1730980859917,2024-11-07T13:00:59.917,9.460,-0.019,-1.864,20.122
1730980859922,2024-11-07T13:00:59.922,9.465,1.925,0.800,19.775
1730980859927,2024-11-07T13:00:59.927,9.470,-0.358,-2.229,16.761
1730980859932,2024-11-07T13:00:59.932,9.475,0.347,-1.170,12.885
1730980859937,2024-11-07T13:00:59.937,9.480,3.544,2.671,11.913
1730980859942,2024-11-07T13:00:59.942,9.485,1.612,0.648,13.026
1730980859947,2024-11-07T13:00:59.947,9.490,-0.454,-1.082,15.941
1730980859952,2024-11-07T13:00:59.952,9.495,-0.313,-0.755,17.191
1730980859957,2024-11-07T13:00:59.957,9.500,0.823,0.133,17.470
1730980859962,2024-11-07T13:00:59.962,9.505,0.011,-0.995,16.902
1730980859967,2024-11-07T13:00:59.967,9.510,0.297,-0.610,16.364
1730980859972,2024-11-07T13:00:59.972,9.515,1.147,0.191,16.117
1730980859977,2024-11-07T13:00:59.977,9.520,0.774,-0.091,16.643
1730980859982,2024-11-07T13:00:59.982,9.525,-0.454,-1.075,16.582
1730980859987,2024-11-07T13:00:59.987,9.530,-0.015,-0.915,14.947
1730980859992,2024-11-07T13:00:59.992,9.535,1.856,1.239,14.181
1730980859997,2024-11-07T13:00:59.997,9.540,1.117,0.415,14.710
1730980860002,2024-11-07T13:01:00.002,9.545,-0.480,-1.380,15.198
1730980860007,2024-11-07T13:01:00.007,9.550,0.469,-0.785,14.867
1730980860012,2024-11-07T13:01:00.012,9.555,1.425,0.617,14.901
1730980860017,2024-11-07T13:01:00.017,9.560,0.678,-0.537,15.415
1730980860022,2024-11-07T13:01:00.022,9.565,0.248,-1.250,15.480
1730980860027,2024-11-07T13:01:00.027,9.570,1.151,-0.011,15.313
1730980860032,2024-11-07T13:01:00.032,9.575,1.193,0.042,15.240
1730980860037,2024-11-07T13:01:00.037,9.580,0.556,-0.789,15.606
1730980860042,2024-11-07T13:01:00.042,9.585,0.732,-0.171,16.132
1730980860047,2024-11-07T13:01:00.047,9.590,0.675,-0.396,16.231
1730980860052,2024-11-07T13:01:00.052,9.595,0.709,-0.781,16.101
1730980860057,2024-11-07T13:01:00.057,9.600,1.086,-0.225,16.048
1730980860062,2024-11-07T13:01:00.062,9.605,0.953,-0.827,15.785
1730980860067,2024-11-07T13:01:00.067,9.610,1.330,-0.636,15.316
1730980860072,2024-11-07T13:01:00.072,9.615,1.502,-0.328,14.943
1730980860077,2024-11-07T13:01:00.077,9.620,0.960,-1.764,13.468
1730980860082,2024-11-07T13:01:00.082,9.625,0.987,-1.684,10.534
1730980860087,2024-11-07T13:01:00.087,9.630,2.275,0.118,8.228
1730980860092,2024-11-07T13:01:00.092,9.635,1.662,-0.103,6.825
1730980860097,2024-11-07T13:01:00.097,9.640,0.903,-0.968,5.995
1730980860102,2024-11-07T13:01:00.102,9.645,1.482,-0.434,5.351
1730980860107,2024-11-07T13:01:00.107,9.650,1.113,-0.755,4.024
1730980860112,2024-11-07T13:01:00.112,9.655,1.117,-0.614,2.645
1730980860117,2024-11-07T13:01:00.117,9.660,1.082,-0.252,1.341
1730980860122,2024-11-07T13:01:00.122,9.665,0.838,-0.206,0.423
1730980860127,2024-11-07T13:01:00.127,9.670,0.983,0.171,0.191
1730980860132,2024-11-07T13:01:00.132,9.675,0.736,-0.293,0.206
1730980860137,2024-11-07T13:01:00.137,9.680,0.644,-0.469,0.290
1730980860142,2024-11-07T13:01:00.142,9.685,0.972,-0.069,0.324
1730980860147,2024-11-07T13:01:00.147,9.690,1.021,-0.282,0.450
1730980860152,2024-11-07T13:01:00.152,9.695,1.947,0.705,2.397
1730980860157,2024-11-07T13:01:00.157,9.700,1.753,1.677,7.713
1730980860162,2024-11-07T13:01:00.162,9.705,-1.749,-3.506,9.634
